GENE,0
GZMA,12023.431283906402
ANO9,6103.622021291127
GZMH,4603.895869135834
FASLG,2837.558407175897
TARP,2315.607830104533
ICOS,2191.009367832909
SIRPG,1828.4501205329395
CCR4,1740.2556386245415
KLRB1,1453.3519848353562
CD40LG,1297.2908833251834
TRAT1,1284.7681137336485
ZBED2,1214.4019097264966
CD8B,1065.0253253142148
CD3D,1022.8424009726979
BCORP1,981.5772416871421
CD8A,957.0464210106013
CD3E,941.2348435227589
IL2RB,921.5929530529413
PYHIN1,886.9676404253661
SLFN12L,834.4598590294429
GZMK,758.2314629583134
ZNF683,698.3051474165853
GRAP2,663.787752618594
UTS2,651.2481458200788
LCK,641.9137120007712
CLIC5,639.3309441336313
SKAP1,634.4433380767504
SH2D1A,462.7059103935922
IFNG,451.60039121348876
PTGDR,443.34861265701534
CPA3,403.77491965672823
SAMD3,402.9240686969894
CD2,391.2101720880222
LINC00426,366.09032143786465
FCRL3,362.7473615950129
KLRC1,337.7184460623274
ZAP70,337.4918870342721
IL1RL1,327.98531784671405
SLAMF1,327.81471164507315
IL32,324.5224099952798
TPSB2,282.684972482665
SIT1,277.29685919156424
LOC643733,277.1409433372633
P2RY10,269.27755204173917
TPSAB1,255.45577296962242
CD27,244.61365788176806
TPSD1,241.58239746657662
CXCR6,226.93309602513588
UBASH3A,220.4299154288715
C1orf186,208.40209007937946
CD247,186.31153827491863
LOC100130231,169.3153119263957
PRF1,167.90682640540527
TC2N,166.48826316716293
SEPT1,160.16624999210694
XCL2,159.91017332220088
GZMM,158.62118882341056
CD5,158.39486869034107
GPR174,156.07893833262938
ITK,140.17091532720906
CD96,140.00728017161427
CD7,125.97651268702322
XCL1,119.72831124041909
MS4A2,118.16546740808676
HDC,107.71534223631045
PTPRCAP,98.12116942584854
ITGA1,97.25846435151601
LAT,87.66528024475679
PMCH,81.57194300335357
CD3G,81.38516443146469
CD52,79.98342906526108
IL9R,79.33310805342212
IL18RAP,76.89880760486442
STAT4,76.27544680900255
NKG7,73.3670401261984
SLAMF6,67.93711141435196
TUBA4A,67.31896761125174
TXK,64.40141942972383
CLIC3,63.872933189399426
AQP3,63.30100528490696
LTB,61.68025819417127
TIGIT,61.001590624480855
TESPA1,58.87891437551314
LOC100128420,56.77947019562289
SH2D2A,56.68111547184939
TNFRSF18,52.616117824174644
CXCR3,51.64982702504172
CST7,49.5926541599819
GZMB,48.94317341770736
SLA2,47.732066361257694
GPR171,47.0902696086436
CD28,45.24479888582086
TNFRSF4,43.30680824253047
SIGLEC6,42.9652089477095
CCL5,42.75500727637482
THEMIS,41.74521386743027
GNLY,40.89420041495392
LAX1,40.83807890721379
CCR7,40.36227892660634
FCRL6,34.219041308135424
IFITM1,33.85771932140902
RAB37,33.719168772948656
SYTL1,33.32957399187573
MATK,32.913033463283575
INPP4B,32.66196515612009
IL2,30.56349965549609
CCR8,30.401155105994548
GATA3,30.102058892993664
IL2RG,29.668876746041622
ACAP1,28.723051870475533
CTLA4,28.1714886344399
IL7R,27.332672840691476
PDCD1,27.219381675484502
STAP1,27.16821551559672
MZB1,26.130864129879196
TBC1D10C,25.724407040929655
FAM46C,24.96858317604198
LY9,22.730870682113007
CDK15,22.302067835121004
CPNE7,22.158078527517
APOBEC3H,22.044673452598605
CD79B,21.956292301462256
LOC100506776,20.972543142709398
ATP2A3,20.80266617371416
GVINP1,20.17187147326934
KLRK1,20.158120933185057
CD6,20.155013372100953
EPHA1,19.846415067222843
ITGB7,19.07624734915428
BCL11B,18.95826264137356
CTSW,17.62598979740655
TMEM204,17.542702547121937
TMEM200A,17.52701062382304
KIT,17.344222961403414
ETS1,16.756150291550746
ABCB1,16.049420870769467
SLFN5,15.883520400445137
FAIM3,15.784352642771454
LIME1,15.773131200072257
IL18R1,15.34310006313719
LOC256021,15.29700162033659
PERP,14.768297223340362
LOC100130872,14.763337034617628
SIGLEC17P,14.747914780379654
MCTP2,14.67827812567853
IRF4,14.245902347560728
LAG3,14.243375951779779
REREP3,13.633367246323933
MDFIC,13.14863874812434
SLC43A1,13.142227336103483
DENND2D,13.10881042361142
SPOCK2,13.061177850545688
HPGD,12.720027056640737
LOC100506100,12.55826116778491
NLRC3,12.544653718781058
CRIP1,12.495957896291264
KCNA3,12.29260735384941
ZBP1,11.895865211977622
SLC18A2,11.566362366088782
OXNAD1,11.54202976038976
RHOF,11.320064170871087
TNFRSF9,11.263095324031058
ZNF600,11.12891824352273
PBX4,11.123685304707486
GALNT3,11.10566577682231
RUNX3,11.08469075755668
FBLN7,10.996984905116067
PATL2,10.723824616793095
CISH,10.538578516218728
AIM1,10.475257030202021
BTLA,10.419998534468997
APOBEC3D,10.2202965138461
PTGER2,9.674533120211306
CLEC2D,9.521399294743263
CYTIP,9.23179974189349
FLT3LG,9.173257640079065
CAMK4,9.090382686762293
SOCS1,8.908544852152643
CCDC88C,8.811090626453247
TTC39B,8.789433644987414
MBNL1-AS1,8.761934162021834
PARP15,8.611617827014923
DTHD1,8.587433287860765
CCR6,8.560977660728849
ERN1,8.477143717238299
RGS14,8.4310908550546
ZNF80,8.353269020151496
BIRC3,8.248556010563393
KLRC4-KLRK1,7.982512688896327
KIAA1551,7.864451226026306
RGS9,7.847211793949583
PVRIG,7.84500319125249
SCML4,7.829319889761136
NBEAL2,7.648477317806897
TRAF1,7.514205308213908
SNTB1,7.376509411989701
RFTN1,7.356294543508764
OASL,7.322344007585648
MIR4441,7.300063530203174
GBP5,7.2779056571583105
EFCAB4B,7.23272079331608
BATF,7.223734867201916
DOK2,7.21653941592855
