,0
5258,TNXA
5259,TMEM126A
5260,PCED1B
5261,DGCR2
5262,RPS26
5263,USP27X-AS1
5264,MAFIP
5265,RPSA
5266,MAP1LC3B
5267,GDI2
5268,RRM2B
5269,PPP4R1L
5270,C22orf39
5271,CCDC15
5272,SESN3
5273,FAM58A
5274,SNRPC
5275,RPL23AP82
5276,SHBG
5277,GOLPH3
5278,SIRT5
5279,WARS
5280,ERGIC2
5281,MIOS
5282,LOC100499484
5283,UNC5D
5284,SNX13
5285,KLK2
5286,MRPL3
5287,ICAM2
5288,C12orf10
5289,LARP7
5290,LIMA1
5291,CDADC1
5292,NGEF
5293,BMP7
5294,USP2-AS1
5295,PPP2R2B-IT1
5296,GALM
5297,C1QTNF9B
5298,ARMC3
5299,FAM109B
5300,LGALS8-AS1
5301,RABGGTB
5302,NTF3
5303,COQ5
5304,EGR2
5305,LOC100505715
5306,MXRA5
5307,LOC101927765
5308,CCDC34
5309,TEX15
5310,PPP4C
5311,SH3GLB2
5312,GTF3A
5313,CARKD
5314,BCS1L
5315,LINC01091
5316,PCYOX1
5317,CTNS
5318,THNSL2
5319,NAP1L4
5320,MAMSTR
5321,EEF1E1
5322,GCN1
5323,C2orf72
5324,OGDHL
5325,THAP11
5326,IPP
5327,ALDOC
5328,TEAD4
5329,NIPAL4
5330,LOC100506606
5331,LAPTM4B
5332,ZBTB8OS
5333,KGFLP1
5334,GOLGA8O
5335,LRRC45
5336,MAVS
5337,TMX4
5338,LOC100499194
5339,GOLGA8J
5340,FAM189A1
5341,ZNF438
5342,PHLDA2
5343,THAP10
5344,FAM175B
5345,MEIS1-AS3
5346,NIT1
5347,TRIM43
5348,GTF2E2
5349,FNTA
5350,ZNF81
5351,TMEM116
5352,SV2A
5353,ZBBX
5354,DIO2
5355,RORB
5356,AES
5357,MBLAC1
5358,DEXI
5359,CCDC71
5360,CORT
5361,SAP30L
5362,OGFRL1
5363,ELF4
5364,PTEN
5365,BLVRA
5366,LRRC28
5367,TRIM41
5368,TULP3
5369,H2AFX
5370,GOLGA8G
5371,LOXL1-AS1
5372,SLC22A18AS
5373,SLC9A3R2
5374,ELMOD2
5375,SPATA13-AS1
5376,DCTN4
5377,SDCCAG3
5378,LOC653653
5379,PA2G4
5380,AQP9
5381,OAT
5382,PALB2
5383,LSM4
5384,HSCB
5385,LINC01024
5386,THBS1
5387,PON3
5388,DIMT1
5389,PPP1R8
5390,OSTM1
5391,LY96
5392,FGL1
5393,UEVLD
5394,TAX1BP1
5395,MDGA1
5396,MGAT2
5397,KIAA2013
5398,ENO1-AS1
5399,ASCC2
5400,MAB21L1
5401,FAN1
5402,C6orf201
5403,BMP5
5404,RASGRP1
5405,DESI2
5406,FH
5407,TAOK2
5408,ATPAF2
5409,CPSF2
5410,EMC1
5411,ASB13
5412,MPI
5413,RAB6A
5414,MIR1273F
5415,CRNDE
5416,NRAS
5417,KBTBD4
5418,INO80C
5419,EIF2S1
5420,EDA2R
5421,SYPL2
5422,MRPL37
5423,C1orf198
5424,RTCB
5425,UCKL1
5426,GLOD4
5427,STPG1
5428,CPA1
5429,TAMM41
5430,CRK
5431,RAP1A
5432,PRRT1
5433,ANAPC13
5434,OXNAD1
5435,RND2
5436,ASTE1
5437,CCDC127
5438,MTFR2
5439,SEPT1
5440,SECISBP2L
5441,NFATC4
5442,LINC01508
5443,MSH5
5444,AIMP2
5445,RPS10
5446,ATP6V1B2
5447,FAM45A
5448,FAM50A
5449,WTIP
5450,GNPNAT1
5451,MSL3
5452,ZNF396
5453,SNRPB
5454,CYB5D2
5455,SCARNA1
5456,TBC1D12
5457,TBC1D4
5458,MIR1282
5459,BRCC3
5460,AXDND1
5461,CFAP69
5462,DNAH1
5463,NELL2
5464,HIST1H4H
5465,EEF2K
5466,VKORC1
5467,PCBD1
5468,SAYSD1
5469,CTNNBIP1
5470,ACOT8
5471,GNPTAB
5472,CS
5473,NUDT11
5474,CNPY2
5475,C9orf16
5476,U2AF1
5477,STRA13
5478,MAMDC2-AS1
5479,TPI1P2
5480,LPXN
5481,ZNF41
5482,RBM17
5483,PARN
5484,TAF12
5485,C1orf186
5486,FAM35DP
5487,CD226
5488,OR51I1
5489,STBD1
5490,ERI2
5491,BRCAT107
5492,OSMR-AS1
5493,ZNF362
5494,C5orf45
5495,RAB4B-EGLN2
5496,ARHGAP19-SLIT1
5497,ARIH2
5498,ATXN10
5499,POLR3K
5500,NOP10
5501,RAB23
5502,AKAP2
5503,DCAF13
5504,MIS12
5505,TGFB2-AS1
5506,ZNF334
5507,RCCD1
5508,TERT
5509,MID1IP1-AS1
5510,E2F5
5511,TMEM106C
5512,CCNB1
5513,P3H2
5514,NFAT5
5515,NUBP1
5516,CPSF3L
5517,TNFSF4
5518,SLC25A16
5519,IL23A
5520,VPS35
5521,APOC2
5522,LDHAL6B
5523,PRR4
5524,PKN2
5525,DCLRE1B
5526,DENND1A
5527,TAS2R9
5528,HECTD3
5529,C4orf27
5530,RNLS
5531,POLR2K
5532,C7orf77
5533,TMEM14A
5534,CCNK
5535,LOC103191607
5536,MTCH2
5537,KLF15
5538,COLCA2
5539,SNX27
5540,RANBP3
5541,ZNF404
5542,GMEB2
5543,SNHG25
5544,LOC730202
5545,TXNRD3
5546,CDC14A
5547,ANKRD9
5548,TRIM28
5549,VBP1
5550,BDH1
5551,PHEX
5552,ENPP6
5553,TPM4
5554,C10orf90
5555,LOC254896
5556,SLC30A9
5557,LINC00623
5558,C7orf61
5559,MTHFSD
5560,GSR
5561,METAP1
5562,LOC100133920
5563,C19orf48
5564,USP21
5565,PLA2G4C
5566,MHRT
5567,HSBP1
5568,RDH10
5569,ZNF544
5570,PAAF1
5571,PRH1-PRR4
5572,YWHAEP1
5573,LYRM9
5574,ERMP1
5575,PSMD11
5576,SLC35B4
5577,SERPING1
5578,CHRNA9
5579,NUDT2
5580,MORF4L1
5581,C19orf18
5582,CDIPT
5583,IDH2
5584,CHRAC1
5585,CLDN20
5586,COPA
5587,YIPF2
5588,CNIH4
5589,LINC00473
5590,SLC25A12
5591,USP32
5592,TMEM65
5593,KCNJ10
5594,BBS10
5595,CTU2
5596,ASPHD1
5597,DDX1
5598,IFT74-AS1
5599,MCM4
5600,TRMT2A
5601,NDC1
5602,FAM181A-AS1
5603,LOC730183
5604,COG8
5605,HSPA12B
5606,PCK2
5607,TG
5608,ALKBH8
5609,THADA
5610,PAM16
5611,TRIM37
5612,LOC101928837
5613,RPS6KB1
5614,OCEL1
5615,CH25H
5616,CEP78
5617,OR2T1
5618,DNAJB11
5619,HAS2-AS1
5620,PRKCI
5621,HMMR
5622,SH3TC1
5623,ARRDC1-AS1
5624,KATNBL1
5625,CCDC153
5626,PPCDC
5627,BAG2
5628,DSG2-AS1
5629,GAR1
5630,LAMB2P1
5631,TCERG1L-AS1
5632,PHLDB3
5633,NGLY1
5634,SHQ1
5635,GPN1
5636,NEURL4
5637,SMDT1
5638,C15orf39
5639,CEP164
5640,PRPSAP1
5641,BHLHE40
5642,ADAMTS5
5643,ARMC6
5644,KCNE5
5645,PCDHB1
5646,RHBDF2
5647,FXYD1
5648,PITX1
5649,ANAPC4
5650,CDK7
5651,SCARNA8
5652,MIR7844
5653,TMEM175
5654,ALG6
5655,IPO9-AS1
5656,LOC101926933
5657,LOC730159
5658,OSR2
5659,MOSPD2
5660,GNB2L1
5661,RNF34
5662,ZNF331
5663,TULP2
5664,SRPR
5665,SLC2A5
5666,LOC151174
5667,CAPN6
5668,KHSRP
5669,SUMO3
5670,LRRC42
5671,TMEM56-RWDD3
5672,LZTFL1
5673,KCTD17
5674,DPH6-AS1
5675,CSPG4
5676,GPATCH4
5677,PTK2
5678,LRRC3B
5679,NUDT19
5680,LOC100129973
5681,L3MBTL2
5682,UBE3B
5683,FAM49A
5684,AIFM1
5685,TP53I3
5686,SF3B6
5687,ALG2
5688,HMCES
5689,LCMT1-AS1
5690,PUSL1
5691,WBP2
5692,NGFR
5693,POLM
5694,COX17
5695,POLN
5696,SPATC1L
5697,DEC1
5698,COL14A1
5699,RPS12
5700,NR2F1
5701,RPL23AP7
5702,KLHL42
5703,ZNF410
5704,TOMM34
5705,LOC103021295
5706,PMPCA
5707,LINC00565
5708,TIMM23
5709,SERTM1
5710,FUT10
5711,TNPO2
5712,SPCS3
5713,PSPN
5714,PCDH7
5715,MRPS22
5716,ENSA
5717,FASN
5718,SNRPD3
5719,TP63
5720,HERPUD2
5721,DNAJA2
5722,SGSM3
5723,BCL2A1
5724,CKAP5
5725,VRK2
5726,PVRIG2P
5727,AMPD2
5728,LINC01445
5729,CRACR2B
5730,XAB2
5731,LSM12
5732,KNOP1
5733,DPH5
5734,IK
5735,NELFA
5736,LOC101927153
5737,OR2T3
5738,CPD
5739,MANF
5740,MITD1
5741,C7orf55-LUC7L2
5742,INPP4A
5743,ADGRG1
5744,THUMPD3
5745,LOC101929395
5746,PANK4
5747,C2orf88
5748,LPP-AS1
5749,NOB1
5750,CIAO1
5751,MIR5572
5752,ZSWIM7
5753,SLC35F5
5754,MFAP1
5755,ADAMTS14
5756,ZBTB32
5757,PPIL3
5758,GPATCH2
5759,GGN
5760,LOC101928489
5761,CDCA3
5762,CYP2U1
5763,BOK
5764,ASF1B
5765,TOMM5
5766,SLC25A6
5767,C3AR1
5768,WEE2-AS1
5769,DEPDC1
5770,ACYP1
5771,EIF2B1
5772,LOXL4
5773,GOLGA8R
5774,SYCE2
5775,LOC100288798
5776,ABCD1
5777,LINC00398
5778,SNORD3B-2
5779,SNORD3B-1
5780,EXOSC10
5781,TMEM259
5782,OR2H2
5783,ENOX2
5784,CDK5RAP1
5785,LINC00115
5786,KIRREL2
5787,DCAF4
5788,PET117
5789,GPR151
5790,BTN2A2
5791,C17orf49
5792,DHRS12
5793,MAEA
5794,PPIH
5795,AADACP1
5796,CHRD
5797,KRAS
5798,TCP11
5799,MED27
5800,BIN3
5801,VPREB3
5802,TRUB2
5803,IL11RA
5804,BTK
5805,SLC25A10
5806,COL25A1
5807,ELP5
5808,IGFL4
5809,MSANTD4
5810,LINC00675
5811,ANAPC15
5812,SMIM12
5813,LINC00664
5814,GPHN
5815,NDUFA9
5816,HMGN2
5817,UTP20
5818,SNPH
5819,LOC101926963
5820,XPOT
5821,LOC100288570
5822,KRT19P2
5823,MATN3
5824,GLRX3
5825,CTXN2
5826,TIMM22
5827,BCL2L2-PABPN1
5828,TTC3P1
5829,AMIGO1
5830,GPR39
5831,C14orf166
5832,LPCAT1
5833,RELA
5834,OR2T12
5835,SIN3B
5836,RFK
5837,YKT6
5838,PIP5K1P1
5839,DPCR1
5840,RHOBTB2
5841,LINC01605
5842,PSMB7
5843,BRE-AS1
5844,ALDH1A3
5845,GPRC5C
5846,EMILIN2
5847,ZNF710
5848,TAF1B
5849,CCDC107
5850,NAA60
5851,CES2
5852,FKRP
5853,PPP1R36
5854,LARP4
5855,SDHAF2
5856,FAM122B
5857,SERPINB8
5858,ICMT
5859,TP53
5860,RUSC1
5861,FAM72A
5862,LKAAEAR1
5863,CTNNAL1
5864,TTC37
5865,IER5L
5866,RCVRN
5867,SMARCC2
5868,WDHD1
5869,CERS1
5870,LOC101927481
5871,MRPL9
5872,LYPLAL1-AS1
5873,DEF8
5874,PITPNB
5875,UBQLNL
5876,KIF18A
5877,TTC12
5878,ZC3H4
5879,NEMP2
5880,TMEM167A
5881,RPS10-NUDT3
5882,CSNK1G2
5883,LENG8
5884,SEC11C
5885,WFIKKN1
5886,FAM21C
5887,RNF146
5888,HDGFRP2
5889,AKAP11
5890,SAMD4B
5891,MUSK
5892,HSFX1
5893,TMEM184C
5894,ALG10
5895,DVL1
5896,RPL19
5897,CNTNAP1
5898,PSMG4
5899,ALDH1L1-AS1
5900,CSTF2
5901,PCNA
5902,ITPRIPL1
5903,HIST1H2BE
5904,TC2N
5905,AQP7
5906,DNLZ
5907,TRIM52-AS1
5908,TMEM203
5909,FAM129B
5910,PKD1L1
5911,SIN3A
5912,ADD3-AS1
5913,ZNF45
5914,MORN1
5915,TEKT1
5916,B3GALNT1
5917,TEKT3
5918,ZNF192P1
5919,VEPH1
5920,MUT
5921,ADAM32
5922,CIAPIN1
5923,GPR176
5924,SLC2A2
5925,WDR38
5926,SNX15
5927,HAUS7
5928,NELFB
5929,CLDN4
5930,USP2
5931,ENOX1-AS2
5932,LOC100303749
5933,SMCHD1
5934,CUTA
5935,C11orf1
5936,RAB17
5937,PCDH9-AS2
5938,PIF1
5939,LOC101927849
5940,FRMPD3
5941,UBAC2-AS1
5942,P3H1
5943,FUOM
5944,IGFBP3
5945,PSMD12
5946,TPT1
5947,TAS2R10
5948,AKR1A1
5949,MBD3
5950,PFKFB1
5951,MTIF2
5952,SLCO3A1
5953,UMPS
5954,GLIS3-AS1
5955,SLC15A5
5956,RANBP9
5957,ZNFX1
5958,CNN2
5959,NAT9
5960,SRGAP2D
5961,RGN
5962,BMPR1B-AS1
5963,RNASEH2A
5964,LOC101928530
5965,GRSF1
5966,ADO
5967,HRASLS2
5968,CERKL
5969,PNPLA4
5970,KIF23
5971,ZNF671
5972,RGCC
5973,CLTA
5974,LY75-CD302
5975,FBXO30
5976,GPATCH3
5977,RBP7
5978,FTSJ2
5979,TUBGCP5
5980,C8orf76
5981,ARAP3
5982,YIPF6
5983,KHK
5984,TOP1P1
5985,SPAG8
5986,LOC643339
5987,LOC102724312
5988,TIFA
5989,PEAK1
5990,PCDHB14
5991,SNX1
5992,PPAP2C
5993,C17orf97
5994,SFTPA2
5995,DUSP28
5996,HEATR5A
5997,HEATR6
5998,DCDC1
5999,TMEM18
6000,FOXS1
6001,PDCL2
6002,OR51B6
6003,LOC388882
6004,FAM134A
6005,DHRS13
6006,RPUSD1
6007,DNAH7
6008,RSPH6A
6009,TMEM185B
6010,LOC101926941
6011,LOC104968399
6012,TVP23B
6013,BRICD5
6014,PSMC6
6015,SNORD104
6016,PPAT
6017,LINC01600
6018,RAG1
6019,WDR4
6020,DDX23
6021,ZNF812
6022,SSH1
6023,LOC285593
6024,SLC16A1
6025,TULP1
6026,RCHY1
6027,FAM117A
6028,ZBTB22
6029,POMGNT2
6030,TMSB10
6031,PPAN
6032,GGH
6033,EHD4
6034,VIM-AS1
6035,SMAD2
6036,MATK
6037,EMC4
6038,DNAAF5
6039,WDR25
6040,WDR83
6041,TOMM22
6042,LOC101927932
6043,SSB
6044,FLRT3
6045,DCAF11
6046,RSC1A1
6047,DRC7
6048,SOCS1
6049,AASS
6050,PRIMPOL
6051,LOC101929229
6052,NRP1
6053,MB21D1
6054,PAX9
6055,EIF2B3
6056,ADAM33
6057,LOC101927450
6058,USP4
6059,SLF1
6060,TMEM237
6061,ACOX3
6062,COL1A1
6063,THEM6
6064,HLCS
6065,COL4A2-AS1
6066,DCTPP1
6067,PAOX
6068,LINC00235
6069,PDCD6IP
6070,SRY
6071,DDX39A
6072,CNTD2
6073,IKBKG
6074,ELL3
6075,MRPL21
6076,ZNF501
6077,HOXC-AS2
6078,GINS1
6079,IFT74
6080,SDK2
6081,H6PD
6082,CCDC149
6083,MFI2
6084,GJA9-MYCBP
6085,METTL9
6086,PRMT9
6087,MTHFD1L
6088,LOC100507073
6089,SNHG3
6090,TAAR5
6091,ACOXL
6092,RPL35
6093,ZNF365
6094,LOC102606465
6095,TTF2
6096,LOC100289361
6097,EFNA5
6098,GJB6
6099,GFRA3
6100,GNAQ
6101,AP4M1
6102,SNX10
6103,MTMR14
6104,UBE2N
6105,FAM160B2
6106,SUGP2
6107,SURF2
6108,TIPIN
6109,RPUSD2
6110,TMEM99
6111,TMEM97
6112,LOC100129518
6113,MECR
6114,CENPK
6115,LINC01069
6116,HAGH
6117,WDR45B
6118,IRF2BP1
6119,CRIP3
6120,FRMD3
6121,RNF20
6122,BZW1
6123,PIWIL4
6124,MCU
6125,RWDD1
6126,TPBG
6127,UBE2E1-AS1
6128,TMEM47
6129,LOC101928069
6130,LSM3
6131,STAG1
6132,RAP1GDS1
6133,SLC35B3
6134,COL3A1
6135,LLPH
6136,RBM20
6137,NAGK
6138,IMMP1L
6139,COQ10B
6140,LOC101927021
6141,EIF5
6142,E2F8
6143,CCDC12
6144,SHMT2
6145,SMAD6
6146,DDX59
6147,SRA1
6148,UBE4A
6149,C2orf80
6150,OTUB1
6151,PFKFB2
6152,SNAPC5
6153,ABCA3
6154,APOLD1
6155,LOC283038
6156,RNF113B
6157,CXorf58
6158,DHTKD1
6159,ARPC5L
6160,ATG5
6161,WIBG
6162,CLIP2
6163,HSPD1
6164,SLC2A8
6165,CDK1
6166,PTGES2
6167,C16orf45
6168,MCM9
6169,CCT5
6170,FANCM
6171,GPT
6172,IGFBP5
6173,BHLHE41
6174,RALA
6175,LOC643355
6176,MKRN2
6177,GNAS
6178,PRPF19
6179,ZNF280A
6180,ETNPPL
6181,MRPL47
6182,NFKBIA
6183,IER3IP1
6184,LINC00240
6185,HRAT5
6186,PER3
6187,ATG4A
6188,TMCC3
6189,EPHA5
6190,AGBL5
6191,SLC35F1
6192,SPC24
6193,CYB5RL
6194,PLA2G12A
6195,HIPK3
6196,SPEF1
6197,EXOSC4
6198,CYTH3
6199,LOC100996286
6200,NAT6
6201,IER5
6202,C1QTNF9
6203,MZB1
6204,ELOVL6
6205,MMP23A
6206,GUCD1
6207,SF3B4
6208,KIF16B
6209,MALT1
6210,CCDC180
6211,TAC4
6212,SLC22A1
6213,MON1B
6214,KIF22
6215,LINC01431
6216,SPSB2
6217,C10orf11
6218,MRPL18
6219,A2M-AS1
6220,HIST1H3G
6221,ZNF214
6222,WNK1
6223,RAN
6224,CYSLTR2
6225,MMS19
6226,CTF1
6227,DCAF8
6228,LINC01547
6229,UBTF
6230,CPTP
6231,TIAL1
6232,PRTG
6233,GTSE1-AS1
6234,LPP-AS2
6235,PAH
6236,INTS12
6237,ACTR1B
6238,ROGDI
6239,SDAD1
6240,DCK
6241,EFR3B
6242,ZBED3-AS1
6243,ARSB
6244,VPS37A
6245,GTF2A1L
6246,ALKBH4
6247,SH3YL1
6248,NBAS
6249,TMEM243
6250,SPOCD1
6251,POLDIP3
6252,CHP1
6253,TCF19
6254,RDH14
6255,BFSP1
6256,EMX1
6257,TRAK2
6258,PPOX
6259,ZNF582
6260,OR2T29
6261,HGS
6262,SH3RF1
6263,TMEM253
6264,DARS2
6265,JMJD4
6266,ELK4
6267,PAIP1
6268,OIP5
6269,SPATA7
6270,PHB2
6271,SRD5A2
6272,LINC00606
6273,RHOBTB1
6274,LIPT2
6275,VPS36
6276,CAV3
6277,TBC1D19
6278,GAN
6279,PTPN11
6280,CDK6
6281,ZNF594
6282,TCFL5
6283,TRAPPC8
6284,FAM227B
6285,EME2
6286,ACACA
6287,SMOC2
6288,FAM231A
6289,ZNF507
6290,SCGB1B2P
6291,ACADL
6292,HTATSF1
6293,TSC22D3
6294,BRWD1-IT2
6295,LINC01465
6296,SEPT4-AS1
6297,PDIA5
6298,SLC25A44
6299,ATAD3B
6300,CUEDC2
6301,FKBP1AP1
6302,MRGBP
6303,GRPEL1
6304,BTBD10
6305,LMLN-AS1
6306,ADPRHL2
6307,D2HGDH
6308,MAP3K8
6309,B4GALT1-AS1
6310,DDX19B
6311,LYRM1
6312,CNFN
6313,CCIN
6314,CDRT15P1
6315,LINC01206
6316,ZNF572
6317,CHCHD1
6318,LOC101929384
6319,TXK
6320,EIF4H
6321,MRPL53
6322,SAR1A
6323,UBE2E1
6324,LINC01340
6325,RMI2
6326,P3H3
6327,PIK3R4
6328,BOLA2B
6329,BOLA2
6330,MTOR
6331,FIZ1
6332,DDX41
6333,TOR2A
6334,RNF25
6335,WNT16
6336,LINC01137
6337,MON1A
6338,IARS
6339,MIR3614
6340,PRMT7
6341,TSHZ2
6342,TIMM44
6343,SLC25A33
6344,GPM6A
6345,HIPK1
6346,DUSP23
6347,COMMD3-BMI1
6348,HARS2
6349,LOC730102
6350,BLOC1S4
6351,SKIV2L
6352,LINC00645
6353,LUZP6
6354,MTPN
6355,AXIN1
6356,ZDHHC18
6357,LOC285847
6358,NOMO1
6359,C1S
6360,ETFDH
6361,DLG1-AS1
6362,SENP2
6363,SLC18A3
6364,MEP1B
6365,SLC35G1
6366,LYST
6367,COG6
6368,LOC100506100
6369,GPNMB
6370,DNAJC14
6371,KLHDC3
6372,FYTTD1
6373,NYNRIN
6374,SERPINE1
6375,OTUD6B-AS1
6376,MRPL22
6377,SSUH2
6378,RAB15
6379,ENKD1
6380,NBPF9
6381,MFSD8
6382,WDR63
6383,LINC01135
6384,SFRP5
6385,CASC1
6386,LOC728730
6387,OLIG1
6388,PSMG3
6389,RASSF3
6390,LINC00539
6391,CCNB1IP1
6392,RNF185
6393,FAM46B
6394,EFCAB2
6395,EPHX2
6396,NFYB
6397,LOC255187
6398,PCNXL2
6399,PPP1R18
6400,LSM1
6401,C9orf40
6402,ADCY2
6403,IL4R
6404,TNFSF10
6405,HIST1H1D
6406,PTPRT
6407,SMN2
6408,DDI2
6409,LINC00399
6410,PPP1R17
6411,NOP2
6412,CUTC
6413,LOC100130987
6414,SOCS4
6415,LOC646626
6416,TNFRSF4
6417,RAD9A
6418,SGOL2
6419,FYCO1
6420,LOC101927637
6421,ARHGAP8
6422,GNA13
6423,C19orf71
6424,C1orf43
6425,CPEB1
6426,PABPC3
6427,ART4
6428,FAM20C
6429,LOC644656
6430,NCOR1
6431,CRADD
6432,KCNK1
6433,ADIRF
6434,MAGIX
6435,PIP5K1B
6436,EIF1AX
6437,CCDC8
6438,ARF6
6439,FZD3
6440,COL2A1
6441,TMUB2
6442,CYCS
6443,TIMM8B
6444,NUDT4P2
6445,PCDHB17P
6446,CHRNA10
6447,TXNL1
6448,DNAAF3
6449,BST1
6450,KRR1
6451,CASP6
6452,LOC102467147
6453,SLC24A1
6454,C12orf57
6455,CCT6B
6456,PDK4
6457,GULP1
6458,ST7L
6459,SNX4
6460,HEXA-AS1
6461,GPATCH11
6462,MAN1A2
6463,KBTBD11-OT1
6464,POLR1E
6465,CCAT2
6466,GSTT2B
6467,RCN2
6468,ZNF846
6469,POLR3F
6470,ZNF585A
6471,GABRB1
6472,RALGAPB
6473,NANS
6474,GOLGA2P5
6475,CSNK2A2
6476,TSPAN33
6477,NPFF
6478,PXN-AS1
6479,GABPA
6480,FOPNL
6481,NSMCE4A
6482,PRICKLE4
6483,TCF7L1
6484,LOC101927318
6485,F8A1
6486,LRRC63
6487,CDKN2AIPNL
6488,TMEM8A
6489,SNTA1
6490,KLRAP1
6491,AQP5
6492,DHRS4-AS1
6493,NUCB1-AS1
6494,TCTEX1D1
6495,BUD31
6496,POLR1C
6497,GOLGA8F
6498,RPL27
6499,FOXF2
6500,DDIAS
6501,TEKT2
6502,DECR2
6503,SEPHS1
6504,FAM169A
6505,FAM86B3P
6506,TSSK6
6507,LINC01270
6508,DRC1
6509,SYNE3
6510,CAMK1
6511,UBE2K
6512,POPDC2
6513,CCDC97
6514,SIRPB1
6515,PYCR1
6516,CABIN1
6517,THNSL1
6518,VWA3B
6519,LINC00284
6520,IL18BP
6521,LDOC1L
6522,ASPHD2
6523,IL17D
6524,ZNF225
6525,ZBED3
6526,OR2H1
6527,MSX2
6528,MARK3
6529,CUL2
6530,FAM136A
6531,OR4M2
6532,ATP6V0B
6533,C16orf86
6534,EID2B
6535,LOC101929723
6536,SLC7A3
6537,GTDC1
6538,FBXW4P1
6539,SCO2
6540,TM4SF1-AS1
6541,NAB1
6542,AGBL2
6543,DLEU1
6544,MAP10
6545,IFT172
6546,ZXDC
6547,OTUD7B
6548,MAP3K11
6549,ZNF32
6550,SPATA12
6551,RWDD4
6552,SHCBP1
6553,MRPL57
6554,CHD9
6555,TTLL1
6556,LRR1
6557,C9orf173
6558,MMGT1
6559,HLX
6560,ZNF239
6561,RPL12
6562,ROPN1L-AS1
6563,CXCL10
6564,NOC4L
6565,LGALSL
6566,MED14
6567,LCMT1
6568,TOX4
6569,FAM64A
6570,TDP2
6571,NDUFS1
6572,ARC
6573,RAB14
6574,ATG2A
6575,DNMT1
6576,AGFG2
6577,AK8
6578,RPL13A
6579,UBALD2
6580,ANAPC7
6581,HIVEP2
6582,ANKRD19P
6583,PTPN21
6584,ORMDL1
6585,CBLN3
6586,OAZ1
6587,OSBPL11
6588,TBX4
6589,BUB1
6590,CCDC61
6591,SNRPD1
6592,KCNJ2-AS1
6593,MSH5-SAPCD1
6594,C11orf54
6595,CH17-340M24.3
6596,LOC101929268
6597,ZNF358
6598,CBWD2
6599,ZC3H7B
6600,PLEKHH3
6601,CDC14B
6602,MFAP3
6603,DIS3L2
6604,EIF1AY
6605,ZMYND8
6606,LIN37
6607,SENP8
6608,LINC01556
6609,HSD17B7
6610,AKT1S1
6611,ZP3
6612,DCDC2B
6613,HAX1
6614,PCDH12
6615,LEO1
6616,LOC100133669
6617,CECR5
6618,RSG1
6619,CKLF-CMTM1
6620,GNL1
6621,CCDC162P
6622,PIGW
6623,RNF19A
6624,TRIP11
6625,SF3A3
6626,OTX2
6627,MAU2
6628,ZNF385A
6629,KATNB1
6630,HNRNPL
6631,LOC100507468
6632,ACP1
6633,EOGT
6634,SETD7
6635,UBE2D2
6636,TSPYL5
6637,TIGD6
6638,KCNG4
6639,PAMR1
6640,MYH11
6641,MRPS35
6642,CPA6
6643,LOC100288842
6644,KIF5B
6645,MPLKIP
6646,SRBD1
6647,PRKY
6648,OLFML1
6649,SPR
6650,MRAP2
6651,SNX33
6652,HNRNPUL1
6653,ACCSL
6654,C8orf58
6655,ADORA2A
6656,TROAP
6657,SLA
6658,SLMAP
6659,WBSCR27
6660,MRPS2
6661,S1PR5
6662,LINC00437
6663,SNORA5A
6664,MTIF3
6665,TYMS
6666,SPOCK2
6667,RAD51L3-RFFL
6668,SLX1A-SULT1A3
6669,SLX1B-SULT1A4
6670,ZNF26
6671,C5orf24
6672,SMARCAL1
6673,METTL13
6674,DLEU1-AS1
6675,NOP56
6676,PSG11
6677,C2orf74
6678,GPT2
6679,KLHL22
6680,ASUN
6681,ASH2L
6682,COA6
6683,LINC01191
6684,ZNF672
6685,DHFR
6686,HIST1H3A
6687,TEKT4P2
6688,OR1L8
6689,ZNF629
6690,QTRTD1
6691,R3HCC1
6692,RAET1E-AS1
6693,FBN2
6694,PROB1
6695,DPH2
6696,MLH3
6697,MSMP
6698,TPX2
6699,EWSR1
6700,NLRP1
6701,PFAS
6702,ZNF593
6703,SYCP2
6704,SMAGP
6705,AP2B1
6706,MAB21L2
6707,DUSP21
6708,DZIP1
6709,STK40
6710,ZNF320
6711,DDX56
6712,MIR3661
6713,SERAC1
6714,NINJ2
6715,PRR18
6716,FAM86HP
6717,HSF1
6718,C19orf52
6719,TUBB4B
6720,KRT222
6721,FLVCR1-AS1
6722,METTL12
6723,TMEM59L
6724,VPS37C
6725,C7orf43
6726,BAG5
6727,TAF1A-AS1
6728,FCGR2C
6729,PRRT2
6730,CCND2
6731,GJA3
6732,ARL14EP
6733,APOC3
6734,CTSZ
6735,PSMD1
6736,KRTAP5-10
6737,RCE1
6738,GMFG
6739,DNAJC25-GNG10
6740,PQLC2L
6741,RNF121
6742,VWC2
6743,RNF128
6744,CEACAM4
6745,TXNL4B
6746,C19orf43
6747,PAPSS2
6748,NPPA-AS1
6749,KARS
6750,HAPLN3
6751,TIMM8A
6752,TSNAX-DISC1
6753,C9orf156
6754,GTPBP4
6755,TBX15
6756,RPA3
6757,N4BP2L1
6758,IMPA2
6759,PROCA1
6760,SNAP47
6761,GABBR1
6762,ZBTB16
6763,EMX2
6764,ZSCAN18
6765,LOC101927577
6766,EZR
6767,ERCC8
6768,UNK
6769,SEC16B
6770,HMCN1
6771,XGY2
6772,COPS4
6773,LRRK1
6774,PCBP2
6775,NFIL3
6776,HHAT
6777,HAPLN4
