,0
306,SNX7
307,CNP
308,SCD5
309,PAFAH1B3
310,NDUFA13
311,MTMR2
312,DUSP6
313,HNRNPA1
314,PSMB3
315,PSMB7
316,LYPD1
317,ZNF664
318,UQCRQ
319,SF3B6
320,PSMC3
321,AP2S1
322,CLPP
323,ZWINT
324,PSMD4
325,GNG5
326,GATM
327,GRIK3
328,SCRG1
329,TIMM50
330,TCEB2
331,MRPS34
332,EPB41L2
333,PBK
334,TMEM201
335,DDAH1
336,NDUFAB1
337,CUEDC2
338,SRA1
339,UTP18
340,NAP1L1
341,KHDRBS2
342,DDR1
343,COX6B1
344,C4orf48
345,POLR2G
346,PCDH10
347,POLD1
348,GPATCH4
349,KCNJ10
350,FKBP1A
351,RGS19
352,FAM181B
353,MAML2
354,MTSS1L
355,LRRTM3
356,FEN1
357,RPL35
358,PTGFRN
359,ABAT
360,RPS17
361,ANP32E
362,C19orf53
363,PLEKHJ1
364,HAUS8
365,RNFT2
366,GLO1
367,NDUFB6
368,EPN2-AS1
369,CDC45
370,RPS2
371,WDR76
372,VDAC1
373,DCAF13
374,MRPL3
375,NDUFS7
376,MRPS7
377,GINS1
378,RPS15
379,PHGDH
380,WDR77
381,PCNA
382,SIX1
383,DHCR24
384,SEPT8
385,TMEM97
386,TUBA1B
387,RPN2
388,H3F3A
389,GGH
390,STOML2
391,VEZF1
392,HRASLS
393,LSM3
394,DDX11
395,APOA1BP
396,VPS72
397,UBE2I
398,FIBP
399,ARHGAP35
400,TOMM5
401,H2AFY2
402,ENSA
403,NRM
404,SHISA4
405,GPD1L
406,SAE1
407,H2AFY
408,CNTN1
409,EFTUD2
410,MCAM
411,SPECC1
412,FABP5
413,MRPL53
414,DUT
415,REV3L
416,CDK2
417,ANAPC15
418,ATIC
419,NDUFA6
420,GNG7
421,MIR6723
422,ESD
423,DLGAP1
424,LHFPL3
425,NTRK3
426,ANKRD20A1
427,DSN1
428,MRPL36
429,ZNF22
430,LIMD2
431,TUBA1A
432,NDUFC2
433,CD320
434,EXOSC4
435,CSTF3
436,POLDIP3
437,TMX1
438,RPSAP58
439,ATP5I
440,PHF19
441,MAD2L1
442,ITGB8
443,RHOC
444,APBA2
445,MRPS26
446,GNB2L1
447,NTHL1
448,NDUFA11
449,PUSL1
450,RPS24
451,MRPL14
452,HEY1
453,ATP5D
454,CDC123
455,HMGN2
456,RAB5C
457,MMP16
458,COPS6
459,SEC61B
460,GCSH
461,SRGAP2B
462,GTF3C6
463,CENPH
464,ARHGDIA
465,DTYMK
466,FBL
467,MCRS1
468,NUDT1
469,EEF1B2
470,GRIA3
471,THY1
472,PFDN2
473,RPL27
474,CSE1L
475,RANGRF
476,C2orf80
477,COA6
478,TKT
479,STX10
480,AURKAIP1
481,CDK1
482,TXNDC17
483,SREBF2
484,XYLT1
485,MAD2L2
486,AKR1B1
487,C14orf166
488,PCCB
489,CASC5
490,MRPS21
491,CENPO
492,NLGN4X
493,NUDT5
494,TMEM14B
495,WNK3
496,SNHG17
497,LHFPL3-AS1
498,LINC00673
499,SOX6
500,TMA7
501,ADGRB2
502,RAP1GAP
503,MRPS18A
504,HAPLN1
505,UQCRC1
506,CHD7
507,ATP5B
508,PTPN11
509,SLITRK2
510,VCAN
511,NIFK
512,BIRC5
513,RQCD1
514,OXCT1
515,LSM14A
516,TRIM44
517,MYBL2
518,COX7C
519,NDUFS5
520,TOP2A
521,FXYD6
522,EID1
523,RBBP8
524,WDR46
525,NDUFA8
526,CALM1
527,RPL28
528,FLOT2
529,HIST1H3I
530,PRELID1
531,CENPM
532,NT5C
533,CORO1B
534,PKIB
535,SYT17
536,PPP5C
537,SETD9
538,KCND2
539,PSMD2
540,MRPL20
541,SEPT7
542,SEPW1
543,POGLUT1
544,NABP2
545,SNHG6
546,STON2
547,CYP4F35P
548,H2AFV
549,SMARCC1
550,FAM96A
551,ASNA1
552,MDK
553,C1orf106
554,CRTAP
555,PRTFDC1
556,VPS28
557,RFXANK
558,ITM2C
559,CDH10
560,BCYRN1
561,RPL7A
562,SFXN1
563,MRPL46
564,SLC35B2
565,ZNF37BP
566,PARP8
567,TMEM147
568,PSMA2
569,FKBP3
570,MINOS1
571,PET100
572,CDC42SE1
573,CALM3
574,MARCKSL1
575,TMEM255A
576,LAPTM4B
577,NTPCR
578,ATP5H
579,PLLP
580,SSRP1
581,QKI
582,EMC6
583,NMRAL1
584,BOLA2
585,BOLA2B
586,RAP1GDS1
587,UQCC2
588,SERINC5
589,FASN
590,SNAPIN
591,SEMA5A
592,OSTC
593,C14orf2
594,CBR4
595,NKAIN4
596,PCDH19
597,RUVBL2
598,BTF3
599,PRDX3
600,CCT7
601,APRT
602,MRPL28
603,NAA10
604,SPRY4
605,U2AF1
606,MRPL51
607,CBR1
608,CDK4
609,SLC35B1
610,MSRB1
611,NOC4L
612,NDUFV2
613,UFC1
614,EIF3C
615,RPS21
616,PDCL3
617,EIF2S1
618,TOMM6
619,DPP6
620,CD63
621,PHB2
622,UCK2
623,ATPIF1
624,RPL8
625,RPS15A
626,MSH5
627,ATP5C1
628,TMEM160
629,CBS
630,RBBP7
631,EIF3K
632,MRPL11
633,GBAT2
634,CPNE2
635,RPA3
636,KCNJ16
637,PPM1G
638,TIMP4
639,DPM2
640,EIF4G3
641,DDX39A
642,CHEK1
643,SLC2A13
644,H2AFZ
645,MTA2
646,DENND2A
647,VRK1
648,TCF19
649,PIR
650,TSPAN7
651,KCND3
652,PCDH17
653,ASAP1
654,SCP2
655,RCC2
656,TM4SF1
657,HERC2
658,E2F3
659,TRAPPC1
660,NETO2
661,CADM4
662,PCBD1
663,MYL12B
664,TRIM24
665,FAM69A
666,SKP2
667,HNRNPR
668,DOLPP1
669,P4HB
670,HNRNPA2B1
671,POLR3K
672,COX7A2
673,HDDC2
674,PGLS
675,RPL4
676,UQCRFS1
677,ATP5J
678,ARMC6
679,MTHFD1
680,UFD1L
681,RANBP1
682,TRAPPC5
683,ADGRL3
684,PDHB
685,ACAT2
686,PSMB4
687,USMG5
688,SF3B4
689,RCN2
690,RAB8B
691,TARDBP
692,CDKN3
693,RPL12
694,CECR5
695,COL20A1
696,PSMA3
697,NCAPH
698,LOC440040
699,ITM2A
700,RRS1
701,SLC25A39
702,POLDIP2
703,MGC2889
704,FUOM
705,RFC3
706,DANCR
707,SQLE
708,ATP5O
709,LCLAT1
710,MPST
711,FHL1
712,RPSA
713,IPO5
714,POLE3
715,EML4
716,TIMP2
717,GPM6A
718,MTCH2
719,BCAP31
720,PRKCA
721,ZCCHC24
722,UBE2V2
723,NT5E
724,SLITRK3
725,NXPH1
726,CHID1
727,HMGA1
728,ITPA
729,CLTA
730,LSM12
731,CYB5R3
732,ANAPC7
733,ATOX1
734,RABL6
735,ITGAE
736,ADGRA1
737,RCC1
738,RNF13
739,P2RX7
740,TP53I13
741,SDF2L1
742,RPL27A
743,NDUFB1
744,MMS22L
745,RHOA
746,GTF3A
747,UBA52
748,ERGIC1
749,CADM2
750,ERLIN1
751,PSMB5
752,RPL26
753,TSPAN11
754,ERH
755,SEC13
756,SDHC
757,AKAP7
758,RPL38
759,HNRNPL
760,TPX2
761,SMDT1
762,TSEN15
763,KAT2B
764,GXYLT1P3
765,VCP
766,SHC3
767,TMEM256
768,ARHGAP11A
769,CTPS1
770,SPSB4
771,SRGAP2C
772,EIF4G1
773,MAGED4B
774,MAGED4
775,CDCA5
776,CHAF1A
777,RAD51
778,THOC3
779,PIGU
780,METTL5
781,DNA2
782,HMGN1
783,MLF2
784,PSMC1
785,UBE2C
786,HS6ST2
787,LMNB1
788,HIGD1A
789,EIF4E
790,XPNPEP1
791,NT5DC2
792,TIMM17B
793,USP54
794,CRYBB2
795,CDKN2AIPNL
796,NDUFB7
797,COX17
798,SLC25A6
799,MARCKS
800,TK1
801,DTL
802,SOX5
803,CENPV
804,CKS1B
805,ATP5J2
806,COPE
807,THOC7
808,PHLDA1
809,TSPO
810,RPS19
811,RFC4
812,DBNDD2
813,FAM195B
814,NUDCD2
815,TMEM206
816,FUS
817,LOC100294145
818,PLAT
819,GNG4
820,RBM4
821,RPL10A
822,SRM
823,STK32B
824,LRRC8D
825,FAT1
826,SOX9
827,NUP93
828,FOXM1
829,NOP16
830,SNRPE
831,DPM3
832,NPM1
833,NDST1
834,TMSB15A
835,CNDP2
836,COX16
837,RPS6
838,NDUFB3
839,BRIX1
840,ZNF32
841,RPS9
842,HNRNPAB
843,MARCH10
844,MRPS15
845,ARHGEF40
846,THAP10
847,DNAJB11
848,TIMM44
849,ALCAM
850,ORC1
851,PSMB1
852,PID1
853,FAM104B
854,ZNF593
855,FAM120C
856,NGFRAP1
857,RWDD2B
858,RPL35A
859,KIF22
860,PIN1
861,NDUFA1
862,CCNB2
863,CHCHD6
864,PTDSS1
865,SLCO4A1-AS1
866,SMARCA4
867,FGFBP3
868,OIP5
869,CDC6
870,ANKRD20A2
871,GGCT
872,ARHGAP42
873,SMC4
874,TP53I11
875,BABAM1
876,SEPT10
877,COPZ1
878,SGOL1
879,C11orf98
880,HINT2
881,PDIA4
882,PCDH15
883,FAM64A
884,FPGS
885,HNRNPU
886,HMGB3
887,PDIA6
888,EXO1
889,USP5
890,ILF3
891,COA3
892,MORF4L1
893,HERC2P4
894,SNRPC
895,EIF3D
896,MKI67
897,MIF4GD
898,KHDRBS3
899,MASTL
900,UBE2T
901,CLSPN
902,SNRNP35
903,NXT2
904,RAD23A
905,B2M
906,HSPA14
907,NEU4
908,NEK6
909,ADRM1
910,SNHG3
911,MRPL47
912,DLL3
913,RAD54L
914,DECR1
915,MAZ
916,ACTR3
917,LAMTOR2
918,CKAP2
919,ALDH18A1
920,KIAA0101
921,NAP1L4
922,FAU
923,LRRTM2
924,CHRDL1
925,RPA1
926,SERPINE2
927,WDR18
928,SHMT2
929,ASCL1
930,MVB12A
931,PYCR1
932,R3HDM1
933,TIMM21
934,RTKN2
935,FAM168A
936,HMG20A
937,NDUFB11
938,SLC35F1
939,RPS3
940,ZCRB1
941,FDFT1
942,NUP210
943,BLMH
944,SNRPD3
945,PKMYT1
946,DGUOK
947,HMGN3
948,ZNF649
949,SPRY1
950,MRPL13
951,NUSAP1
952,SOCS4
953,LINC01301
954,C11orf24
955,MRPL15
956,SEPT9
957,WRAP53
958,PSMG4
959,CDCA7L
960,RAB34
961,KIF14
962,PXDC1
963,HSP90B1
964,LMNB2
965,ROMO1
966,WBSCR22
967,ATAD2
968,SRSF4
969,BCAT1
970,PPP4C
971,CDKN2A
972,MEA1
973,TUBB2B
974,EDNRB
975,LINGO1
976,RPL36A
977,TBC1D7
978,GART
979,ZMAT5
980,RAC3
981,PDCD5
982,BRCA1
983,DDIAS
984,ANXA5
985,SLC5A9
986,GINS4
987,ARHGAP19-SLIT1
988,PRC1
989,MDH2
990,ENOPH1
991,FADS1
992,MIS18A
993,TIMM23
994,CTNND2
995,ANKRD20A8P
996,THOP1
997,TIMM10
998,MRPL33
999,USB1
1000,RPS27A
1001,EXOC6
1002,RPLP2
1003,ARL8A
1004,BAMBI
1005,KIF4A
1006,MPG
1007,GRB14
1008,SNX22
1009,COMMD4
1010,PAICS
1011,AES
1012,MAGEF1
1013,VPS29
1014,MPZL1
1015,SHMT1
1016,TANC2
1017,TRIO
1018,TSSC4
1019,TUBB
1020,UBL4A
1021,FAM131B
1022,POC1A
1023,SEPT11
1024,HAUS7
1025,FAM95B1
1026,HAGHL
1027,FYN
1028,KXD1
1029,RNASEH2B
1030,RPAIN
1031,HSPB11
1032,MTOR
1033,FEZ1
1034,SLC25A3
1035,B4GALT2
1036,GTSCR1
1037,SPAG5
1038,REEP3
1039,SLCO4A1
1040,KIAA0226L
1041,NIP7
1042,CMTM6
1043,TRAF3IP2-AS1
1044,SRSF2
1045,LINC00938
1046,PCBP4
1047,ANTXR1
1048,IMPACT
1049,NAA38
1050,ENOSF1
1051,MYL12A
1052,ERI3
1053,HM13
1054,UGDH
1055,CSMD1
1056,EIF4A1
1057,YWHAB
1058,SNHG5
1059,MRPL41
1060,CEP78
1061,LRRC4C
1062,KANK1
1063,GLRX3
1064,BCCIP
1065,C7orf50
1066,CPNE1
1067,ABHD12
1068,MYBL1
1069,EMC10
1070,RBL1
1071,SUMO2
1072,PSMD11
1073,TRMT112
1074,CHAF1B
1075,GPX4
1076,C4orf27
1077,URB2
1078,RBM17
1079,SCAMP2
1080,ZNF85
1081,MPHOSPH9
1082,CTNNB1
1083,SLC39A3
1084,SIVA1
1085,GSTO1
1086,SEC61A2
1087,CASKIN2
1088,CENPW
1089,PEA15
1090,PPP2R2B
1091,HNRNPDL
1092,LOC554249
1093,B3GNT7
1094,RMDN3
1095,ECHS1
1096,ITGB3BP
1097,KCNQ2
1098,FAM213B
1099,CHCHD1
1100,ZWILCH
1101,POLR2I
1102,CXXC1
1103,RAMP2
1104,MED22
1105,PIGF
1106,TMEM261
1107,NETO1
1108,PCDHGC4
1109,ZNF462
1110,IFNAR2
1111,RPS4X
1112,MCM7
1113,LUZP2
1114,CCDC138
1115,HNRNPH3
1116,PXN-AS1
1117,SHCBP1
1118,ENO1
1119,HSPBP1
1120,BYSL
1121,HIF1A
1122,MELK
1123,TRUB2
1124,PSMA5
1125,ASF1B
1126,MBNL3
1127,RRP9
1128,FAM95A
1129,RAD51AP1
1130,AP2M1
1131,LMAN2
1132,SRP14
1133,HMGCS1
1134,EMC4
1135,SLC43A3
1136,FARSA
1137,VIMP
1138,SMC6
1139,ZNF519
1140,MRPL40
1141,UROS
1142,NEDD8
1143,PDLIM5
1144,GLIPR2
1145,FAM86DP
1146,EEF1E1
1147,NGRN
1148,SH3D19
1149,PPP2R3C
1150,APOO
1151,MRPS35
1152,PRPS1
1153,ZNF560
1154,COX4I1
1155,SERF2
1156,HNRNPC
1157,TAOK3
1158,PARVA
1159,TCHP
1160,FOXD2-AS1
1161,E2F1
1162,SPC24
1163,TRAPPC2L
1164,DDX12P
1165,ARHGEF26
1166,SNX5
1167,STT3A
1168,RPL39
1169,SPRY4-IT1
1170,NTMT1
1171,ALDH7A1
1172,MRPL9
1173,KIF15
1174,KLHL14
1175,MRPL4
1176,PSMG2
1177,UQCC3
1178,HARS
1179,COA1
1180,EPHB3
1181,GJB1
1182,FAM222B
1183,KDELR1
1184,UCHL3
1185,UBE2L3
1186,DDOST
1187,SDHAF1
1188,LINC00643
1189,B9D1
1190,MRPL23
1191,DSCC1
1192,TFDP1
1193,TRIAP1
1194,KHSRP
1195,DOK1
1196,STXBP4
1197,GPS2
1198,FXYD5
1199,PIGY
1200,PYURF
1201,SLIRP
1202,SMARCB1
1203,SEPT2
1204,SLC35A4
1205,SZRD1
1206,NDUFAF3
1207,OSBPL6
1208,SFXN2
1209,RBM8A
1210,LSM1
1211,PSME3
1212,ESCO2
1213,ACAA2
1214,LAMA1
1215,ATP5G3
1216,CENPN
1217,COL9A1
1218,TUBGCP2
1219,MATN2
1220,RNASEK
1221,KNTC1
1222,CLEC11A
1223,RPL32
1224,WDR61
1225,PPP1CC
1226,TMEM258
1227,NINJ1
1228,CMC2
1229,ARPC3
1230,GTPBP4
1231,TRA2B
1232,WLS
1233,FXYD7
1234,DPP10-AS1
1235,PDRG1
1236,CLNS1A
1237,COMMD10
1238,RPL6
1239,CSGALNACT1
1240,ACYP1
1241,IGSF9B
1242,AAGAB
1243,ACSL3
1244,CHCHD5
1245,ABLIM1
1246,MRPL27
1247,PRDX5
1248,DDX1
1249,EEF1A2
1250,SMC1A
1251,ETV4
1252,LOC100506474
1253,HNRNPUL1
1254,ARHGAP11B
1255,KIAA1524
1256,PCMTD2
1257,ARL3
1258,RPN1
1259,ABCF2
1260,PSMD10
1261,PRAME
1262,TALDO1
1263,HIST1H4C
1264,ALG5
1265,FBN3
1266,LAMA4
1267,MYEOV2
1268,TSTA3
1269,ETFB
1270,TMBIM4
1271,LOC728554
1272,ISG15
1273,NCAPD3
1274,LINC01003
1275,UBE2E3
1276,VBP1
1277,MSTO1
1278,C19orf24
1279,FAM127A
1280,ABHD14A
1281,CMSS1
1282,MYO5C
1283,NUP50
1284,B4GALT6
1285,XRCC6
1286,KCNIP2
1287,MYDGF
1288,ELOVL5
1289,SKA3
1290,HDHD2
1291,RAB4A
1292,SALL1
1293,PRRC2A
1294,SEC61A1
1295,DHRS13
1296,EXTL3
1297,CISD1
1298,COTL1
1299,ATP6V1G1
1300,ZNF826P
1301,SUMO1
1302,RPL36
1303,NKX2-2
1304,SOX10
1305,SDHB
1306,PMF1
1307,ODF2
1308,LOC286297
1309,KHDC1
1310,NSMCE4A
1311,WDR41
1312,LAMTOR1
1313,RLBP1
1314,ULBP3
1315,GNG10
1316,TBCB
1317,NCALD
1318,SNRNP40
1319,CHRAC1
1320,PES1
1321,SUGP2
1322,CPXM1
1323,TMX3
1324,TMEM11
1325,POLR2M
1326,CCDC34
1327,NOL12
1328,RBM4B
1329,CENPF
1330,DIRAS2
1331,SPRED2
1332,CORO2B
1333,SRSF1
1334,APMAP
1335,SRGAP2D
1336,DNAJC8
1337,WSB2
1338,MICU1
1339,ZNF428
1340,SAR1A
1341,DHX30
1342,AASDHPPT
1343,SNX17
1344,ALG8
1345,RPL22L1
1346,UQCRB
1347,BUB1B
1348,MRPL37
1349,H19
1350,PNPT1
1351,IQSEC1
1352,ATP1B3
1353,RTEL1
1354,ADSL
1355,SNHG15
1356,HNRNPK
1357,KPNA2
1358,RNASEH1-AS1
1359,CDC26
1360,CCAR1
1361,TMPO
1362,EEF1G
1363,RAB11A
1364,FAM127B
1365,DTD1
1366,ACSS1
1367,ADGRB3
1368,PRMT3
1369,TUSC3
1370,ITPKA
1371,PCDH9
1372,ACTL6A
1373,JAG1
1374,NR0B1
1375,MRPS10
1376,RPS10
1377,RAD51C
1378,DENND4B
1379,GEN1
1380,COL11A1
1381,IRX2
1382,PLCE1
1383,FOLH1
1384,PSME1
1385,FAM136A
1386,TSR2
1387,POLQ
1388,LAMTOR4
1389,BOLA3
1390,PSMD7
1391,THG1L
1392,CBX3
1393,HIST1H3B
1394,MRPL52
1395,CCDC88A
1396,SH3RF1
1397,NDUFS3
1398,RNASEH2C
1399,PAM16
1400,ZNF724P
1401,WDR34
1402,KIF5B
1403,RBX1
1404,ERGIC3
1405,EIF2AK4
1406,ATP6V0B
1407,NARS
1408,NCR3LG1
1409,SGTA
1410,ACTR1A
1411,NDUFA2
1412,NBPF8
1413,SLC39A1
1414,SERF1B
1415,GAREML
1416,MLST8
1417,TRIM27
1418,SOGA1
1419,UBE2N
1420,LINC00839
1421,HNRNPH1
1422,CDC20
1423,MCM10
1424,CNOT10
1425,CPNE4
1426,OST4
1427,PDCD2
1428,DNAJB12
1429,EIF4EBP1
1430,NID2
1431,UBL5
1432,CTU2
1433,C11orf31
1434,PRIM2
1435,PHF12
1436,SCG3
1437,ECSIT
1438,GSR
1439,HIRIP3
1440,GPAA1
1441,RPL21P28
1442,PSIP1
1443,SFXN4
1444,FAM110B
1445,RAB9A
1446,RANBP3
1447,RHOQ
1448,COQ9
1449,SPDL1
1450,EIF3G
1451,ATXN10
1452,MND1
1453,NCAPG
1454,KRTCAP2
1455,TMEM106C
1456,SOD1
1457,LMCD1-AS1
1458,CPSF3
1459,RPS20
1460,CNRIP1
1461,PPIL1
1462,DDX49
1463,PSMA1
1464,MRPL42
1465,RAF1
1466,RMRP
1467,TBRG4
1468,CSTF2
1469,CALR
1470,ZNF714
1471,UCP2
1472,RNGTT
1473,SCAND1
1474,SNHG10
1475,WDHD1
1476,UQCRH
1477,DCLRE1C
1478,ERCC1
1479,RPL23
1480,HDGFRP3
1481,MIR181A1HG
1482,ECT2
1483,LINC00960
1484,USP39
1485,LOC100134868
1486,IMMP1L
1487,ZNF107
1488,IQGAP3
1489,HYI
1490,SMOC1
1491,GRID2
1492,UNG
1493,SMARCE1
1494,TXN
1495,2_GTF2H2C_2
1496,FIS1
1497,GTF2A2
1498,KIF20B
1499,RPL37
1500,TRPC4
1501,ACKR3
1502,RWDD4
1503,BRD9
1504,ATP13A5
1505,BRCA2
1506,CRELD2
1507,ECH1
1508,RPL26L1
1509,COG2
1510,IDI1
1511,PSMG3
1512,TMED3
1513,HMGCR
1514,PNMAL1
1515,PANX1
1516,CMPK1
1517,SF3B3
1518,MRPS24
1519,KIF26B
1520,ZNF532
1521,MGME1
1522,NSMCE1
1523,RPL36A-HNRNPH2
1524,HDHD1
1525,S100A6
1526,EIF2S3
1527,ZNF367
1528,RPS28
1529,SLC26A2
1530,SLC31A1
1531,LDOC1L
1532,DDT
1533,POLR2J
1534,CAPZB
1535,ATP13A5-AS1
1536,NOLC1
1537,FAM95C
1538,MZT2B
1539,SOX8
1540,DIAPH3
1541,MAD1L1
1542,TXNL4A
1543,MEGF11
1544,STRN4
1545,ZDHHC22
1546,ACBD6
1547,MYH10
1548,TMEM133
1549,LSAMP
1550,SUPT20H
1551,TGS1
1552,TMEM68
1553,DEPDC1B
1554,ERCC3
1555,DYNLT1
1556,RPS14
1557,DNAJA3
1558,ATP5F1
1559,LMCD1
1560,GPX7
1561,NUP88
1562,NDUFAF2
1563,AP1M1
1564,FIP1L1
1565,BCL7C
1566,EIF4EBP2
1567,KCNK2
1568,NCAPD2
1569,LAP3
1570,TCOF1
1571,FKBP10
1572,TROAP
1573,NCAPH2
1574,FAM111B
1575,SF3B2
1576,SOCS6
1577,C19orf70
1578,EEF2KMT
1579,ETFA
1580,CCDC28B
1581,NSUN2
1582,ITFG3
1583,HCFC1
1584,GCFC2
1585,PPIH
1586,MAP3K4
1587,PEF1
1588,C16orf87
1589,POLR1C
1590,SAMM50
1591,TADA2A
1592,EMC3-AS1
1593,CKAP5
1594,HSD17B11
1595,SNF8
1596,GBA
1597,COQ2
1598,HMGN4
1599,PAK1IP1
1600,LINC00998
1601,HIST1H1E
1602,SPCS3
1603,SMYD5
1604,RAPGEF4
1605,EIF3A
1606,YIF1B
1607,LRP5
1608,CTHRC1
1609,DGCR6L
1610,DLAT
1611,MRPL22
1612,FAM173A
1613,SMARCD1
1614,PGAM4
1615,METAP1
1616,RPL13
1617,COX5B
1618,CDH11
1619,GPRC5B
1620,SSR2
1621,DDX20
1622,SALL2
1623,TRIP13
1624,NEO1
1625,DARS2
1626,B3GAT1
1627,MRTO4
1628,CNTFR
1629,PLEKHH2
1630,SLC16A2
1631,HYPK
1632,CTXN1
1633,ARL6IP4
1634,HMBS
1635,PEPD
1636,CINP
1637,GMFB
1638,POMP
1639,LHX2
1640,MCTS2P
1641,PIN4
1642,CRIP2
1643,ASTN1
1644,LLPH
1645,CEP63
1646,TACC3
1647,CCT6A
1648,ZNF485
1649,TMEM219
1650,AFAP1L2
1651,DIAPH1
1652,TIGAR
1653,LOC100129034
1654,HMGN5
1655,MTHFD2L
1656,RPS12
1657,C5orf63
1658,DDX18
1659,GSG1L
1660,ARID1A
1661,MTSS1
1662,NUDC
1663,RGS12
1664,GFM1
1665,API5
1666,DMRT2
1667,ZC3H4
1668,RRM1
1669,MRPL16
1670,EHD1
1671,COMMD6
