,0
481,ANKRD20A11P
482,IFITM10
483,PDE4B
484,MAGEH1
485,IL1RAPL1
486,SLC16A14
487,CTNNB1
488,PLLP
489,TCF7L1
490,SEPT2
491,CPSF6
492,NCAN
493,ABCC5
494,DDX4
495,LEPROTL1
496,LOC101929653
497,PLP1
498,ARID1A
499,LOC100129434
500,PCMTD2
501,LCORL
502,HERC2P9
503,ADCY7
504,SGK494
505,LINC01105
506,CCHE1
507,UGDH
508,ZNF826P
509,EPHB3
510,TMCC1
511,LOC389831
512,SLC2A13
513,FAM171B
514,TBL1XR1
515,EVI2A
516,GREB1
517,HAGLR
518,ZNF681
519,CECR6
520,EPPIN
521,LOC55338
522,KLRG1
523,SOX2
524,KIF13A
525,MAB21L3
526,MARCH9
527,PGD
528,APOD
529,PTPRD-AS1
530,TMOD2
531,LINC01410
532,COL9A1
533,CCER2
534,MTAP
535,SPC25
536,GNAI1
537,FAM66C
538,TNRC6B
539,EYA1
540,MB21D2
541,ANKRD20A1
542,COL9A2
543,SULF2
544,NOL4L
545,BRSK2
546,SEZ6L
547,LOC101926898
548,EIF4B
549,AGAP2
550,HOXA11-AS
551,ORC4
552,STMN4
553,RALGPS2
554,GPR155
555,CHRDL1
556,FAM107B
557,RIMKLB
558,CNPY2
559,SLC9A3R1
560,RSF1
561,LHFPL4
562,ZC4H2
563,S100B
564,RASL11B
565,GDAP1
566,KANK1
567,RPL10A
568,PLCXD2
569,HS6ST2
570,ACVR2B
571,CHRM1
572,GDPD1
573,NUDT10
574,YLPM1
575,JADE3
576,TRPC4
577,SLCO4A1-AS1
578,KLRC1
579,NCKAP5L
580,TM4SF1
581,HIST3H2A
582,DDR1
583,ARL17A
584,LINC00632
585,TCAF1
586,EZH2
587,SH3KBP1
588,ILDR2
589,PHLDB1
590,RICTOR
591,JARID2
592,NUPL2
593,TBC1D14
594,CASP9
595,LOC101928307
596,FADS2
597,VAX2
598,UBE2E2
599,TRIM24
600,RNF130
601,TPP2
602,LINC01561
603,UGDH-AS1
604,PCDH17
605,PHLDA1
606,NTN4
607,HILS1
608,XRCC2
609,ASRGL1
610,SLITRK3
611,ABHD6
612,MIDN
613,MICAL1
614,WNT5A
615,FLRT1
616,HN1
617,SCN1A
618,ZNF286A
619,NLGN4Y
620,CA8
621,RAB3IP
622,ZNF730
623,EIF3L
624,USP2
625,ASTN1
626,AGAP3
627,ADAT1
628,NEURL1B
629,LRP1B
630,FAM63A
631,RPAIN
632,STOX2
633,ZNF92
634,LINC00670
635,ACVR2A
636,PRRC2B
637,ZNF737
638,LINC00504
639,TFDP2
640,ERCC6L2
641,LOC283788
642,WASF1
643,TSPAN13
644,ITM2A
645,ARHGAP22
646,USP46
647,UHRF1
648,PPAPDC1A
649,LPAL2
650,USP22
651,FAM117B
652,RNF44
653,LOC101929415
654,LINC00506
655,HNRNPH1
656,ZNF678
657,KLRC4-KLRK1
658,ZNF37BP
659,IGSF21
660,LOC101928600
661,LRRC8B
662,MCM7
663,DUXAP10
664,LOC100506603
665,MYOT
666,PARP15
667,RASGEF1B
668,DZIP1
669,ZNF652
670,MIR181A1HG
671,TNS3
672,NF2
673,ARFGEF3
674,ATP10B
675,CORO7-PAM16
676,CTIF
677,MAGED4B
678,MAGED4
679,IDH1
680,SRRM2
681,LOC100130370
682,ATP8A1
683,KCTD16
684,SMARCAD1
685,ARID2
686,TMEM180
687,DGCR2
688,LOC101927374
689,FSCN1
690,UTP11L
691,EIF4EBP2
692,DDX5
693,TANC2
694,RMND5A
695,SLC35F1
696,SIRT2
697,SRPK3
698,C2orf68
699,WNT7B
700,KLHL32
701,MPST
702,NCBP2
703,NASP
704,APEX1
705,CXorf57
706,ZNF638
707,NFIB
708,LOC101929284
709,KCNH8
710,SMARCB1
711,RPL7
712,MXD4
713,PARP1
714,CPM
715,LOC643406
716,AATK
717,FAM109A
718,TRAK1
719,DHX9
720,RPL7A
721,TDRKH
722,XKR4
723,GTF2I
724,TRIM67
725,ANKRD44
726,CCDC144A
727,C16orf87
728,HOXA7
729,CCDC144CP
730,DSCAM-IT1
731,NETO2
732,AKAP7
733,MAST1
734,DANCR
735,XKR9
736,RINL
737,COBL
738,NAV2-AS4
739,DHX36
740,RAP2A
741,CTNND2
742,LRRTM3
743,MAPK10
744,BAMBI
745,GTSCR1
746,GJB1
747,STXBP5L
748,SLC38A1
749,ATOH8
750,RPL6
751,LOC100134868
752,USP54
753,TCEAL2
754,DMXL2
755,MMD2
756,SIX4
757,RNF125
758,PAPPA
759,LINC01351
760,SCNN1D
761,CSTF2T
762,PDE6D
763,CENPV
764,ABCC9
765,GPR19
766,PGM5P2
767,KIAA0922
768,LINC00575
769,LINC00294
770,TRIM13
771,BPTF
772,MNAT1
773,LOC101929567
774,SGK3
775,NUP210
776,USP24
777,SHISA9
778,MTPAP
779,TMEM169
780,CNNM3
781,EWSR1
782,KCNH2
783,REPIN1
784,MYO7B
785,CASK
786,ZNF664
787,H3F3A
788,HOXA11
789,SPECC1
790,IQSEC1
791,NAV2-AS5
792,LOC286437
793,PAXBP1
794,CEP170
795,EXTL1
796,LOC642846
797,FAM212B-AS1
798,CPXM1
799,HMGN1
800,COPG2
801,USF1
802,CHADL
803,HMGA2
804,CDK2AP1
805,RPS4Y1
806,SNAP91
807,NECAB2
808,ZADH2
809,UTY
810,SPTBN2
811,DIRC3
812,NSUN6
813,UCHL1
814,SREBF2
815,L2HGDH
816,SHROOM4
817,ZNF469
818,VSTM4
819,TMEM206
820,TMEM179
821,RPS3A
822,GSK3B
823,ZNF738
824,DDX39B
825,HOXA10
826,ATP13A5-AS1
827,TOX3
828,NAA16
829,G0S2
830,SLC44A5
831,HERC2
832,RPL13
833,SHANK3
834,ZNF736
835,PLEKHH1
836,GNG4
837,MKRN3
838,BROX
839,DISC1-IT1
840,THSD4
841,LOC101927359
842,ATP6V0E2
843,SLC2A6
844,B3GAT2
845,BCAR1
846,OR4N2
847,LOC100379224
848,EEF1G
849,SGMS1
850,LOC100507346
851,ANKRD13B
852,HCFC1
853,TRIM62
854,KDM1A
855,VSTM2B
856,MDGA2
857,TMEM132C
858,TSC22D4
859,LOC646214
860,LSAMP-AS1
861,RGCC
862,FMNL3
863,CLIP2
864,TSPAN31
865,ATP2B4
866,HERC2P2
867,KMT2E
868,HDAC2
869,MIR124-2HG
870,PLEKHO1
871,FAM105A
872,RTP5
873,MAD2L2
874,ZSCAN29
875,ZNF488
876,TMEM98
877,CCNI2
878,ARRDC3-AS1
879,SND1-IT1
880,MEGF10
881,LOC101928137
882,PPM1K
883,CTNNA3
884,USP32P1
885,TMEM241
886,MYH10
887,GPR17
888,ATP13A5
889,MAP4K4
890,FBXO11
891,TSPAN15
892,HNRNPR
893,EPB41
894,ARHGEF26-AS1
895,PCDHB15
896,SLC8A3
897,BTF3L4
898,FADS1
899,DTX3
900,CNOT6L
901,KCNH1
902,CKB
903,GADD45G
904,DCUN1D1
905,PIK3R2
906,RUFY3
907,ILF3
908,DPP10
909,KDM5D
910,FUBP1
911,CASP2
912,SLC1A6
913,PIK3R3
914,CLK1
915,KIAA1161
916,XRCC5
917,SOGA1
918,NAV1
919,SLC22A3
920,R3HDM1
921,TTC24
922,C2orf80
923,PCDHGC3
924,TNRC6C
925,LINC00965
926,KCNK2
927,LOC654841
928,GABRQ
929,ANKRD36C
930,FARP2
931,GBAT2
932,RNFT2
933,TBC1D24
934,C11orf96
935,GRM5
936,SNCAIP
937,LOC100505921
938,ZNF492
939,ANKRD18B
940,LDB1
941,NCL
942,H2AFV
943,PARP11
944,SHOX
945,SYNE1
946,LOC102724890
947,LHFPL3-AS2
948,D2HGDH
949,KHDRBS3
950,LOC643542
951,NAALAD2
952,ARMCX5
953,ACTC1
954,LOC90784
955,RPL3
956,CTD-2201I18.1
957,LOC283683
958,LINC00693
959,UBE2E3
960,ANO3
961,BRD7
962,BEX1
963,RC3H1
964,SFXN2
965,ZNF714
966,LRP5
967,ILF2
968,DENND5A
969,TRA2A
970,LOC100128176
971,LRP4
972,GRB14
973,MFSD11
974,LINC00649
975,ING3
976,MTRNR2L8
977,GUSBP4
978,IDI2-AS1
979,C11orf58
980,STXBP4
981,OPCML
982,LINC00844
983,YTHDF2
984,ING5
985,AGAP4
986,ZSWIM6
987,GPSM1
988,BMS1P6
989,ENHO
990,FLJ45513
991,SNX20
992,GABBR1
993,SNHG4
994,LAPTM4B
995,CD24
996,C7orf61
997,EPN2-IT1
998,PAN3
999,PAFAH1B2
1000,UTS2B
1001,ADAMTS17
1002,RBP3
1003,LRRC8D
1004,HNRNPA3
1005,LOC441155
1006,SOX21-AS1
1007,CNTN3
1008,SLC30A3
1009,EHMT2
1010,SLC35E2B
1011,MYCL
1012,RASSF10
1013,VPS9D1-AS1
1014,MTRNR2L9
1015,RPL5
1016,PCDHA6
1017,MTRNR2L6
1018,LANCL1
1019,BTBD17
1020,TBX5-AS1
1021,TMEM212
1022,LINC01447
1023,BBOX1-AS1
1024,MBD5
1025,PI4KAP1
1026,ZNF620
1027,LOC100131257
1028,TMPO
1029,KIAA1958
1030,TMEM35
1031,KCND3
1032,REC8
1033,LOC100507006
1034,SSH2
1035,HSP90AB1
1036,MARC1
1037,PTGER4P2-CDK2AP2P2
1038,CCNJ
1039,TMEFF2
1040,LRRC20
1041,CFAP20
1042,NSD1
1043,HOXB13
1044,DOK6
1045,PRKCZ
1046,ERBB3
1047,MIR325HG
1048,MCF2L
1049,LOC441204
1050,KLRD1
1051,DDX17
1052,EXOC7
1053,ADNP
1054,ODF2L
1055,LINC00612
1056,HFM1
1057,NRSN1
1058,SPATA9
1059,FSD1
1060,CCAR1
1061,NCALD
1062,PXDN
1063,GDAP1L1
1064,LRRN2
1065,PLEKHB1
1066,CDKAL1
1067,GAL3ST4
1068,SLC12A8
1069,CRKL
1070,ZNF114
1071,BMS1P5
1072,FBXO21
1073,SYT6
1074,C18orf21
1075,B3GALT2
1076,ARGLU1
1077,TMSB15A
1078,PCDHGB2
1079,PKI55
1080,RBMXL1
1081,FXYD7
1082,SLC24A3
1083,GDNF-AS1
1084,ZMYM2
1085,RPL10
1086,ZBED1
1087,C9orf129
1088,SRSF6
1089,WWP2
1090,TCERG1
1091,LINC01170
1092,CHAD
1093,PUF60
1094,MEX3A
1095,LDLRAD4
1096,ANKRD18A
1097,CAMSAP2
1098,PAPSS1
1099,DUSP26
1100,NINL
1101,KIAA1549
1102,ZBTB33
1103,TXLNGY
1104,LOC102723780
1105,TIA1
1106,ZNF107
1107,TTC21B
1108,RBBP4
1109,MCAM
1110,ZNF292
1111,ZFP69B
1112,SLC35E2
1113,CLIP3
1114,CCDC14
1115,USP27X
1116,PDE9A
1117,PABPC5
1118,CLNS1A
1119,YAF2
1120,TRERF1
1121,SMARCE1
1122,PAQR6
1123,MDFI
1124,CBX2
1125,AGO4
1126,FAM173B
1127,GRIA4
1128,ETS1
1129,MIR17HG
1130,CAND2
1131,REPS2
1132,TNS2
1133,TMEM198B
1134,CHIC2
1135,CCT2
1136,ARHGEF2
1137,STEAP4
1138,RBM12
1139,LINC01301
1140,JPH3
1141,CIPC
1142,SFPQ
1143,FHIT
1144,H2AFY2
1145,PIP4K2A
1146,TATDN3
1147,ZNF117
1148,DDX12P
1149,HS3ST1
1150,MFGE8
1151,PCBP1-AS1
1152,HDAC11
1153,TYW5
1154,KLF13
1155,TTTY14
1156,NIM1K
1157,SPAST
1158,SIM2
1159,PDCD4
1160,FAM45B
1161,ROR1-AS1
1162,SMC3
1163,PCAT19
1164,ZNF431
1165,CRYGD
1166,MOB1B
1167,MYO5A
1168,PPP2R3B
1169,MDM2
1170,LOC100996342
1171,PSMD5-AS1
1172,ZNF850
1173,EHD3
1174,DDX11
1175,ZBTB8B
1176,ZC3H12B
1177,TRO
1178,RASAL2
1179,MYH14
1180,ZNF519
1181,LOC101927954
1182,CTD-2201E9.1
1183,GLUD1P3
1184,CDKN1C
1185,LOC100144595
1186,PTCHD4
1187,ZNF248
1188,AASDHPPT
1189,TCF7L2
1190,DCLRE1C
1191,HOXD3
1192,RUNX1T1
1193,CLCN6
1194,ZNF663P
1195,ZNF445
1196,RBM34
1197,LOC339298
1198,ANP32A
1199,LOC440173
1200,KRT5
1201,SLC11A2
1202,GNRHR2
1203,MMS22L
1204,NKAIN1
1205,MUC4
1206,DIRAS2
1207,ZSCAN16
1208,KIF3A
1209,MBTD1
1210,SRSF3
1211,CDC14B
1212,PIN4P1
1213,SEMA4C
1214,CACNA1A
1215,LOC102723968
1216,NNAT
1217,ARHGAP31
1218,TP53INP1
1219,HTRA4
1220,PMFBP1
1221,PARP8
1222,PRKCE
1223,APOOL
1224,EVI5L
1225,KIAA1586
1226,GCLC
1227,TIGAR
1228,ZBTB18
1229,SF3B3
1230,ZNF300
1231,NEB
1232,UBQLN2
1233,NME1-NME2
1234,CKAP2
1235,UQCRB
1236,RAB27B
1237,UBXN2B
1238,TSL
1239,NPAP1
1240,PXK
1241,RBM15B
1242,ZNF682
1243,MTRNR2L1
1244,MOG
1245,PRKDC
1246,PMP2
1247,SMIM18
1248,C6orf163
1249,MEF2C
1250,C16orf45
1251,PSAT1
1252,KIF3C
1253,ZBTB17
1254,KIF1A
1255,NIPBL-AS1
1256,SYNPO2L
1257,LOC101929549
1258,VILL
1259,ZBED5
1260,ATP6V0A2
1261,HNRNPM
1262,FAIM2
1263,PTP4A1
1264,TIMM23B
1265,FAM89A
1266,C5orf63
1267,LARS
1268,MPZL1
1269,H19
1270,LOC100506384
1271,PVRL1
1272,NALCN
1273,PEX26
1274,UGGT1
1275,LINC00629
1276,ATE1
1277,ZNF326
1278,SLC29A3
1279,KCNT2
1280,PRKXP1
1281,PLCL1
1282,RAPGEF2
1283,LOC102723517
1284,KMT2C
1285,TMEM121
1286,KIF2A
1287,TMEM39B
1288,LOC102723885
1289,GRHL2
1290,DACT3
1291,LOC646522
1292,LINC00654
1293,GPR45
1294,SNHG16
1295,ZNF300P1
1296,ENPP7P13
1297,LOC100506127
1298,ACBD7
1299,MARCH6
1300,TMPRSS9
1301,PPP1R12A
1302,TSHZ1
1303,CEP63
1304,TGFBR1
1305,ASXL3
1306,TOPORS
1307,GRHL1
1308,TUBB
1309,SLC22A17
1310,LOC646762
1311,CLEC2D
1312,EIF1AY
1313,PDE3B
1314,ABHD17B
1315,MMP17
1316,POLR1A
1317,TMEM132B
1318,RPL4
1319,OSBPL8
1320,PLD6
1321,FGF9
1322,PPFIA2
1323,TUBB4A
1324,ZNF197
1325,SCARB2
1326,ZNF3
1327,NXPH3
1328,CCNE2
1329,MLLT6
1330,ATG2B
1331,BTBD8
1332,SLC37A2
1333,ZFAND4
1334,GLIDR
1335,SHISA4
1336,AFMID
1337,CASC3
1338,APC2
1339,SEMA5B
1340,GUSBP2
1341,DTD2
1342,SGPL1
1343,FAM217B
1344,MIR1244-2
1345,MIR1244-3
1346,MIR1244-1
1347,MIR1244-4
1348,MCF2L2
1349,LOC101928372
1350,PRRC2C
1351,ZNF273
1352,LIPE
1353,TIGD1
1354,ZNF670-ZNF695
1355,ZFPM2
1356,LINC01003
1357,BCRP3
1358,FAM155A
1359,PI4KAP2
1360,LOC339529
1361,ZNF680
1362,UGGT2
1363,PGRMC1
1364,MIR3198-2
1365,DLGAP1-AS5
1366,RGMB
1367,PATZ1
1368,SEC31B
1369,DGKH
1370,LUC7L3
1371,CACNA1E
1372,TPPP3
1373,GPR34
1374,PGM5
1375,SLC46A1
1376,GNE
1377,SNTG1
1378,GAD1
1379,PDE11A
1380,PRMT6
1381,AGPAT4
1382,P2RX6
1383,LOC101927027
1384,RCN2
1385,PCDHA2
1386,CACNA1G
1387,PCDHA5
1388,ESRG
1389,FRY
1390,REREP3
1391,SLC19A3
1392,FLAD1
1393,PLIN5
1394,MAPK8IP2
1395,FAM221A
1396,FOXN3
1397,LINC00574
1398,C17orf51
1399,TTTY15
1400,RNF13
1401,ICK
1402,FOXP2
1403,LPAR4
1404,HMGB3
1405,MIR4458HG
1406,ZNF677
1407,CAMK1D
1408,HCG18
1409,SLC9A4
1410,THEM4
1411,KLHL24
1412,MICU1
1413,CCL5
1414,FLJ43315
1415,LOC100130587
1416,ADAM23
1417,SRC
1418,FHOD3
1419,CEBPZOS
1420,LOC101929441
1421,RLBP1
1422,SYNE1-AS1
1423,PAQR4
1424,GUCY1A2
1425,MTRNR2L10
1426,MEF2C-AS1
1427,GSTT2
1428,AKT3
1429,ACSS1
1430,STH
1431,LINC00507
1432,LOC441081
1433,SERP2
1434,FAM69A
1435,BRIP1
1436,SUPT20H
1437,PWP2
1438,IVD
1439,PNISR
1440,CKMT1A
1441,CD82
1442,NOS1
1443,PUS3
1444,LOC152578
1445,GHET1
1446,SYNDIG1
1447,IPO5P1
1448,CLGN
1449,BCL2L14
1450,PTPRE
1451,RBM48
1452,YEATS2
1453,DGKI
1454,PSMA3-AS1
1455,SON
1456,EFNA2
1457,SRSF12
1458,EEF1D
1459,ZMAT3
1460,SLC39A6
1461,TUG1
1462,TTBK1
1463,BCOR
1464,SFR1
1465,BZW2
1466,SNAR-G1
1467,GNL3L
1468,PLXNA2
1469,RPL22
1470,SEL1L3
1471,TET2
1472,BRWD1
1473,LINC00260
1474,EIF4A1
1475,GABRB3
1476,TRMT61B
1477,HSPA8
1478,ZNF219
1479,FBXL16
1480,TXNIP
1481,FLJ42627
1482,MRPL19
1483,PLXNB3
1484,DDX6
1485,SGCZ
1486,LINC01572
1487,GART
1488,RHOBTB3
1489,NBAT1
1490,HOOK3
1491,PCDHB2
1492,LOC100133286
1493,GPR78
1494,CYP27C1
1495,BCL6
1496,RIMS2
1497,HNRNPH3
1498,MLLT10P1
1499,FAM222A-AS1
1500,GPRASP2
1501,KIN
1502,MTUS2
1503,LINC00466
1504,ZNF254
1505,GSTM3
1506,MYCN
1507,TLR10
1508,KLK6
1509,LOC101927272
1510,DNASE1
1511,MARCH8
1512,LRRC37B
1513,CACNG7
1514,LOC100506548
1515,SUMO2
1516,ZNF138
1517,KIF21B
1518,KIAA1462
1519,BAGE
1520,EEF1A1
1521,PPP4R1
1522,ASTN2-AS1
1523,NBPF15
1524,SGCA
1525,ZNF37A
1526,THUMPD3-AS1
1527,LMNB1
1528,PON1
1529,SGOL1
1530,UCHL3
1531,ADH4
1532,CHST9
1533,ZHX2
1534,TIAL1
1535,ZNF491
1536,LMO1
1537,ERC2
1538,LRRC37A2
1539,MICAL3
1540,RAF1
1541,PRNCR1
1542,ATXN10
1543,GPR37L1
1544,ZKSCAN7
1545,BIVM
1546,ST3GAL5-AS1
1547,PCCB
1548,LOC101927973
1549,MGAT3
1550,POLR3E
1551,KLHL13
1552,RPS3
1553,HNRNPA0
1554,LINC01224
1555,PLEKHH2
1556,SF3B1
1557,C2orf91
1558,FAM19A2
1559,ZNF100
1560,FRMD4B
1561,SLC1A1
1562,C14orf39
1563,FUS
1564,OR7D2
1565,KCNIP2
1566,POLR2B
1567,PSD3
1568,SLC16A7
1569,GCNT2
1570,LOC101928961
1571,LOC389906
1572,AK3
1573,SLC29A4
1574,TMX2-CTNND1
1575,DDX52
1576,ODC1
1577,PCNT
1578,NUTM2B-AS1
1579,OSR1
1580,JPH4
1581,WDR76
1582,SLIT1-AS1
1583,TNFAIP8L2-SCNM1
1584,TTC9B
1585,NUP107
1586,CAPRIN1
1587,SNAR-B1
1588,SNAR-B2
1589,TSFM
1590,SLITRK4
1591,FAM76B
1592,LDOC1L
1593,OS9
1594,IST1
1595,KBTBD8
1596,MBNL3
1597,ALDH7A1
1598,DLEU7
1599,LMOD1
1600,GAB2
1601,NIPBL
1602,FBXL18
1603,ANKRD50
1604,SH3BGRL2
1605,CEP83
1606,GMCL1
1607,ZBED6
1608,LOC101929340
1609,SYT16
1610,LOC101928471
1611,LINC00865
1612,CFL1
1613,ABCA9
1614,RPLP0
1615,RRP7A
1616,HEYL
1617,NOL12
1618,PVRIG
1619,KDM4B
1620,FAM181B
1621,SCAI
1622,CABP7
1623,FUT2
1624,SGOL1-AS1
1625,IVNS1ABP
1626,AP3M1
