,0
481,OR7D2
482,ZNF704
483,IAPP
484,MTFMT
485,CEACAM22P
486,CXADR
487,LOC100128288
488,STAU2-AS1
489,GSDMA
490,SMA5
491,P2RX5-TAX1BP3
492,FLJ31104
493,ZNF818P
494,TVP23C
495,MLLT4-AS1
496,SPATS2
497,CLK1
498,ERVV-1
499,LOC100288254
500,KAT6B
501,SMARCA4
502,PCSK2
503,SPTBN2
504,BHMT2
505,CPLX2
506,LRRC37A8P
507,POU2F1
508,KMT2A
509,TGFBRAP1
510,RNF38
511,SHANK2
512,CAMSAP1
513,ADD2
514,PDE4D
515,PGAP1
516,C12orf65
517,ZNF865
518,RNF207
519,PTCHD4
520,APC2
521,TBCC
522,MVB12B
523,SHD
524,ST8SIA3
525,YPEL1
526,LINC00507
527,CERK
528,SNN
529,BCL9L
530,HOXC9
531,GLIPR1L2
532,NEUROD2
533,PTAFR
534,FUT2
535,DDX5
536,LOC101928150
537,CAMK1D
538,FAM74A7
539,SSBP3
540,SLC26A10
541,LOC101927419
542,RBMS2
543,RALGAPA2
544,GUSBP3
545,LOC101927476
546,AFAP1
547,SLC5A5
548,LOC102467081
549,HP09025
550,ADCYAP1
551,LOC100506127
552,MPZL3
553,TCEAL7
554,CCBE1
555,ARIH2OS
556,POLH
557,LRRN4CL
558,ST7
559,USP49
560,ENO2
561,ZNF91
562,WHSC1L1
563,FRY-AS1
564,MAP3K9
565,LINC01521
566,CHP2
567,GPR161
568,DNASE1
569,IPO5P1
570,TSPYL4
571,RAB42
572,FAM71F2
573,GPR82
574,SLC37A1
575,SPSB3
576,NUGGC
577,ZNF253
578,SERPINB9
579,ANKRD60
580,COX6B2
581,LRP8
582,CLVS1
583,LOC151475
584,DPH3P1
585,PTPRG-AS1
586,LOC101929199
587,ATF7IP
588,GRIA2
589,AAK1
590,ZNF250
591,PLXNA3
592,RAB3C
593,PTBP2
594,TRAPPC2
595,PTPRN2
596,BCL2L15
597,DLGAP1-AS2
598,SEZ6L2
599,DNAJB6
600,CA5B
601,PRR11
602,CRABP1
603,DPYSL4
604,MAGI1
605,CNBD2
606,RAI1
607,SPOCK1
608,ARX
609,ZNF471
610,MCF2L
611,CERS6-AS1
612,CCDC144B
613,OCLN
614,CADM3
615,CACNA1A
616,TUBA3FP
617,MREG
618,FBXO11
619,MTURN
620,IL12RB1
621,EIF4G2
622,XPR1
623,MLLT3
624,NRSN1
625,LOC101928446
626,ZNF445
627,ACOT7
628,ISG20L2
629,POU2AF1
630,BAZ2B
631,FNDC5
632,ZNF716
633,PHIP
634,NWD1
635,CAMKV
636,POU2F2
637,TUBB2A
638,LINC01299
639,NPTXR
640,LINC01204
641,DSG3
642,PRR29-AS1
643,TSGA13
644,AMER2
645,SRC
646,GPRIN1
647,KITLG
648,LOC731424
649,LINC01492
650,ASIC4
651,MS4A10
652,DUOX1
653,CYP1A2
654,MAPT
655,ZNF785
656,SGIP1
657,SUN2
658,TMEM213
659,DOK4
660,APOBEC3D
661,CLEC7A
662,CXorf56
663,ADAMTS10
664,YWHAQ
665,PCDHB9
666,CTBP1-AS
667,CRB1
668,SIGLEC10
669,SCML4
670,PTGER4P2-CDK2AP2P2
671,SLC36A2
672,PPFIA2
673,SLCO5A1
674,C4orf26
675,RAB27A
676,BEX2
677,MAPK13
678,DRAXIN
679,PCLO
680,LOC103344931
681,SLC28A2
682,AS3MT
683,CTIF
684,AKAP5
685,LINC01205
686,KIF3A
687,PRR36
688,HES2
689,LINC01247
690,RASGRP4
691,CSNK1E
692,B3GNT6
693,TSPAN18
694,PVRIG
695,ZSCAN22
696,LINC01315
697,LOC101928137
698,SSTR2
699,SPIN1
700,ZNF850
701,GPR1-AS
702,GOLGA6L22
703,CHD3
704,LOC101927666
705,ZNF264
706,NPHS1
707,KCNJ5
708,SLC35E2
709,EBF1
710,LOC100130899
711,TNFSF14
712,TATDN3
713,ZCCHC12
714,EXPH5
715,BEND5
716,MANEAL
717,GIPR
718,ZFP14
719,ACBD7
720,SLC17A6
721,CLASP1
722,POU3F3
723,ATP1B4
724,CNNM3
725,FAM83H-AS1
726,ZNF554
727,IL10
728,HOXA7
729,CACFD1
730,GATAD2B
731,PDE7A
732,CCL22
733,NEUROD1
734,B4GALNT4
735,CAMK4
736,MSANTD3-TMEFF1
737,YWHAZ
738,FAM65B
739,BEX1
740,INADL
741,ZBTB3
742,PRNCR1
743,HSF2
744,PRDM8
745,FAXC
746,MED15P9
747,C19orf35
748,NRXN2
749,AGPAT4
750,GLYCTK
751,AFMID
752,CSDC2
753,RC3H1
754,PTPRN
755,APC
756,LINC01426
757,PIGX
758,ENC1
759,PARD6G
760,CYTH1
761,GMIP
762,SPINT2
763,SLC24A4
764,LOC101927274
765,C6orf25
766,TM4SF19-AS1
767,ST8SIA2
768,SEMA6C
769,C9orf3
770,PNPO
771,PTCSC3
772,TOP2B
773,NKAIN1
774,PLA2G4E
775,GRTP1
776,APOBEC3A
777,ICA1L
778,KIF2A
779,FUT6
780,LHFPL5
781,CORO2A
782,AQP6
783,LPIN1
784,FTX
785,ZNRF3-AS1
786,EZR
787,PRRG4
788,SMIM17
789,ABL2
790,ANP32A-IT1
791,TANGO2
792,FBXL20
793,PLEKHG5
794,PDZRN3
795,PODXL2
796,DLGAP4
797,NPAS4
798,ID2
799,LOC101928295
800,ADRBK2
801,SLC25A29
802,RNF165
803,SPDYE2
804,SPDYE2B
805,LINC01558
806,PPIL6
807,TP53INP1
808,COX18
809,CCDC136
810,LOC389641
811,HAVCR2
812,SCN11A
813,LOC101928118
814,HTATSF1P2
815,MLANA
816,STAG3
817,ATP9A
818,KIR3DX1
819,ENTPD4
820,KDM4A-AS1
821,RNF139-AS1
822,MAML3
823,ADAMTS7
824,ANKRD62
825,CHRNB2
826,IER2
827,CLSTN3
828,ZNF711
829,LILRB3
830,IP6K2
831,MEX3B
832,ASXL3
833,SLC7A14
834,GRM6
835,UPK1B
836,LINC01482
837,CMIP
838,SRCIN1
839,SIRPG-AS1
840,LOC729603
841,RASD2
842,GNG4
843,ATAD3C
844,LINC00311
845,CAMSAP3
846,HOXA2
847,LINC01212
848,RPS6KA6
849,LOC221946
850,LINC00514
851,FZD3
852,LOC401052
853,SATB1
854,MORC2-AS1
855,KCNJ11
856,LOC101928401
857,FAM110A
858,UGGT1
859,LEMD1-AS1
860,LOC101928303
861,HOXA9
862,RBBP5
863,SRF
864,MCF2L2
865,HOXA5
866,PIGR
867,ZBTB18
868,PLXNB1
869,RNF41
870,LOH12CR2
871,CD96
872,RPAIN
873,EZH2
874,LOC100506675
875,MFAP5
876,PGAM5
877,ABCG1
878,LOC100506679
879,CYTH2
880,GPR65
881,KIAA1456
882,LPAR2
883,ZNF84
884,MYT1L-AS1
885,SORBS2
886,CASD1
887,SVEP1
888,LOC101926897
889,HSDL1
890,TIA1
891,TUFT1
892,KIAA1875
893,CCDC88A
894,APOL4
895,PCAT7
896,LOC100128398
897,TRO
898,RAPGEF5
899,SH3BGRL2
900,LOC441081
901,CEBPZOS
902,PBX3
903,EXTL3-AS1
904,PTPRJ
905,TNFSF13B
906,FOXL2NB
907,H3F3B
908,PIWIL2
909,KIAA1324L
910,LOC101928841
911,MTMR9
912,AP4S1
913,CRAT37
914,DDX6
915,CCR6
916,MLK7-AS1
917,SEMA4F
918,ZNF3
919,CACNB3
920,TMEM120B
921,NARF
922,PRRC2B
923,PACS2
924,LINC01207
925,SMAD9
926,HERC1
927,LINC01122
928,HSD17B13
929,BCOR
930,C14orf105
931,TMEM169
932,WDR82
933,DKFZP434L187
934,ZNF492
935,MARCH1
936,AP4B1-AS1
937,ZBTB20
938,FAM210B
939,KCNQ3
940,AKNAD1
941,KLF12
942,HTRA4
943,CTNNA2
944,NAIP
945,SNIP1
946,LOC403312
947,NAA40
948,PANO1
949,LOC100287792
950,TNFRSF25
951,KDM6B
952,KANSL1
953,ZSCAN16
954,ANKS4B
955,PIK3C2B
956,ABCB5
957,HOXA3
958,C3orf14
959,SPDYE1
960,TMEM179
961,LOC101927973
962,LHX1
963,CDKN2B-AS1
964,SYNE2
965,CACNA2D3
966,DNAJB5
967,RASA4
968,CACNA1E
969,APOL1
970,RERE
971,LINC01099
972,TNFRSF9
973,LINC00958
974,ARL17A
975,TRIM13
976,TMEM105
977,GPM6A
978,ZEB2
979,FRRS1
980,TCF20
981,RAB9B
982,LRP12
983,OPA3
984,EMX2OS
985,PTK6
986,SAMD14
987,PKIA-AS1
988,MXD1
989,MEGF9
990,ARRB1
991,NEK5
992,AKAP6
993,XPNPEP3
994,GAD1
995,PCDHB11
996,EPB41L1
997,KLC1
998,ILF3
999,LINC01537
1000,TRIM46
1001,DYNC1I2
1002,FAM153C
1003,TMC7
1004,CXorf36
1005,RNF222
1006,FCHO1
1007,LUC7L3
1008,BLCAP
1009,TET3
1010,ZNF618
1011,KLHL7
1012,SLC12A6
1013,LOC100507431
1014,ZNF34
1015,INIP
1016,LINC00461
1017,CDKN2D
1018,CROCCP3
1019,SPIRE2
1020,SV2B
1021,SHTN1
1022,GSDMC
1023,LOC101927954
1024,FAM126B
1025,KIF26A
1026,GADD45G
1027,LOC101929486
1028,SLC2A6
1029,RASAL2-AS1
1030,ZYG11B
1031,DYDC1
1032,IBA57
1033,WHAMM
1034,FAM74A3
1035,ZFP42
1036,PTPN5
1037,POLR2B
1038,HCAR1
1039,LOC284412
1040,PGM2L1
1041,TSPYL1
1042,GRIP2
1043,AFF4
1044,RALGPS1
1045,PCAT18
1046,RGPD2
1047,TLR7
1048,SLC8A2
1049,GPR173
1050,EPPIN
1051,MKRN3
1052,CCDC112
1053,KDM7A
1054,SENP7
1055,CYP4V2
1056,REM2
1057,C2orf91
1058,LINC01551
1059,TAC3
1060,ITIH5
1061,ST7-AS2
1062,TRIOBP
1063,LZTS1
1064,EVL
1065,C11orf95
1066,ANKS1B
1067,LINC01317
1068,TMEM63C
1069,PPM1K
1070,FBXO6
1071,ZFP69B
1072,TCEAL5
1073,SLC25A51
1074,GAS2L3
1075,EFNA2
1076,AXL
1077,BRSK2
1078,ZDHHC8P1
1079,TAT
1080,UBE2E3
1081,PGBD5
1082,VIPR2
1083,TFAP2A
1084,OLA1
1085,DMBT1P1
1086,ZNF548
1087,TINCR
1088,LOC100268168
1089,PPIEL
1090,WDR17
1091,SCG2
1092,NOL4
1093,ATXN7L2
1094,NCAM1
1095,LOC101927257
1096,FAR2P2
1097,CEP97
1098,NACAD
1099,MAN1B1-AS1
1100,RUNDC3A
1101,SHANK2-AS3
1102,EIF2B5-AS1
1103,LOC100996291
1104,LINC01179
1105,ABCA1
1106,ATP8A1
1107,LDB1
1108,PLAC8
1109,POU4F1
1110,FLVCR1
1111,HCG11
1112,TMEM57
1113,APAF1
1114,MGEA5
1115,RPLP0P2
1116,LOC102724927
1117,ACTG1P17
1118,CSF2RA
1119,TP53I11
1120,LINC00508
1121,MSI1
1122,PTGIS
1123,NLRC3
1124,GEMIN8
1125,TMEM192
1126,BNIPL
1127,PPAPDC1B
1128,IFRD1
1129,STX1B
1130,NAPB
1131,UBXN7
1132,TCP1
1133,ZNF300
1134,LOC100128233
1135,ZFHX2
1136,RUFY3
1137,CRHR1-IT1
1138,MURC
1139,ZNF709
1140,LOC100128006
1141,LOC100128531
1142,UBN2
1143,LOC101927181
1144,C15orf41
1145,ASB11
1146,CCER2
1147,ZC4H2
1148,EYA1
1149,CHST6
1150,MTF2
1151,MTMR6
1152,THRIL
1153,PLEKHM3
1154,MATR3
1155,HCN3
1156,ESYT2
1157,HNRNPA0
1158,AIPL1
1159,VHL
1160,GABARAPL1
1161,SPTAN1
1162,GLCE
1163,HUNK
1164,FGD6
1165,FABP6
1166,HYDIN2
1167,DGCR5
1168,DNM1P41
1169,LOC101929144
1170,TFAP2B
1171,LY6H
1172,ANKRD20A5P
1173,LOC100506083
1174,GPSM1
1175,BMPR2
1176,PHF14
1177,SMIM14
1178,HMGA2
1179,CDH23
1180,SBNO1
1181,RIPPLY3
1182,EFNB3
1183,LOC101929450
1184,HNRNPAB
1185,SHROOM1
1186,LRRC74B
1187,LRRC2
1188,SYT5
1189,LINC00910
1190,PCDHB10
1191,CDC42EP3
1192,KCNH8
1193,TMEM236
1194,TMIGD2
1195,FUBP1
1196,ZNF281
1197,TBC1D22A-AS1
1198,FAM122C
1199,FOXP2
1200,LARS2-AS1
1201,OTUD6A
1202,SNTN
1203,SHANK2-AS1
1204,DOPEY2
1205,KIAA1841
1206,C1orf210
1207,ZNF117
1208,LOC100132077
1209,SMA4
1210,PRND
1211,KIAA1614
1212,LRRC37A4P
1213,HPSE
1214,WSB1
1215,ERBB4
1216,WDR11-AS1
1217,NATD1
1218,GBP4
1219,WFDC8
1220,SYN3
1221,ZNRF1
1222,PUM2
1223,PTGES3L
1224,AGTPBP1
1225,CEP104
1226,LOC100506472
1227,HMGB3
1228,PTPRK
1229,UNC13A
1230,GRIK2
1231,LIN28A
1232,UBQLN2
1233,TLR10
1234,FZD2
1235,AICDA
1236,ACTG1P20
1237,LOC150776
1238,MIR1244-4
1239,MIR1244-2
1240,CD3EAP
1241,MIR1244-3
1242,MIR1244-1
1243,GNB1
1244,ZNF620
1245,OBSCN
1246,KLF8
1247,HOTAIRM1
1248,ZNF33B
1249,PDZD8
1250,ZNF555
1251,SLC44A4
1252,LINC00924
1253,SMCR5
1254,CD209
1255,MAPK8
1256,YJEFN3
1257,RAB2B
1258,CACNA1C
1259,PRR7-AS1
1260,HMHA1
1261,DYNC1H1
1262,ANKRD12
1263,PTP4A1
1264,LSM11
1265,HOOK3
1266,ASNS
1267,ARID4B
1268,GALNT6
1269,TNFAIP8L2-SCNM1
1270,GARNL3
1271,ZSCAN2
1272,FAM60A
1273,TRIM33
1274,MPL
1275,SLAMF7
1276,ZNF195
1277,CDKN1B
1278,MKRN1
1279,SLC35E3
1280,MAPRE3
1281,DPYSL2
1282,LOC101928103
1283,ATP6V0A1
1284,ZNF154
1285,CCT6P3
1286,SCARF1
1287,ZNF280C
1288,MARCH4
1289,ZDHHC11
1290,MXD4
1291,RAB11FIP4
1292,PSD2
1293,FRY
1294,LOC101928597
1295,ASB6
1296,PCDHA2
1297,LINC01443
1298,STRBP
1299,GCNT2
1300,RSF1
1301,ST7-OT3
1302,NMT2
1303,MMP24
1304,RPL23AP87
1305,FAM227A
1306,LOC101928131
1307,CCP110
1308,KHDRBS1
1309,GDI1
1310,RPRM
1311,SCAMP5
1312,MPHOSPH8
1313,CEACAM8
1314,STAG3L2
1315,MS4A2
1316,VENTX
1317,BRAF
1318,MPP2
1319,SLAIN1
1320,ZSCAN12
1321,RAB30
1322,BSDC1
1323,LIX1L
1324,SENP5
1325,FAM217B
1326,C14orf37
1327,LOC100130451
1328,MARVELD3
1329,CACNA2D2
1330,CASC3
1331,SUV420H1
1332,GAS6-AS2
1333,LINC00547
1334,LOC101926911
1335,LRG1
1336,PCDHA11
1337,LNX2
1338,PTPRO
1339,CALB2
1340,PKD1
1341,CEP41
1342,TNRC6C
1343,ZNF638
1344,LRAT
1345,LRRC25
1346,C14orf178
1347,TOR4A
1348,FBXL19-AS1
1349,ADAT1
1350,OR51E2
1351,PPP1R12B
1352,TLE3
1353,DNAH17-AS1
1354,EBF3
1355,ZNF804A
1356,ZNF451
1357,NAP1L3
1358,NECAP1
1359,BRWD1
1360,NDST4
1361,CYP2B7P
1362,LINC01160
1363,DACH1
1364,ARL11
1365,RHD
1366,PAFAH1B2
1367,AP3B2
1368,RBM34
1369,RGPD5
1370,UPF3B
1371,RAI2
1372,FSD2
1373,NCBP1
1374,RNF112
1375,SGTB
1376,TXNDC16
1377,DISC1-IT1
1378,LINC00574
1379,TMSB15B
1380,MARCKS
1381,LINC00907
1382,SSH2
1383,WDR55
1384,ROBO3
1385,SLC35E2B
1386,PEG10
1387,FBN3
1388,LEPR
1389,SLC25A15
1390,TCEAL2
1391,ARSA
1392,PCDHA12
1393,SAMD5
1394,ANKRD36B
1395,SCN8A
1396,TP53INP2
1397,STX6
1398,GOLGA2P7
1399,MPRIP
1400,ZNF821
1401,AK1
1402,DUXA
1403,ASB16-AS1
1404,SULT2A1
1405,KLLN
1406,PKD1P6
1407,C8orf86
1408,SLC7A5P2
1409,SLC15A1
1410,ATP6V1G2
1411,RFPL1S
1412,SS18L1
1413,USP33
1414,DCLK2
1415,LINC00996
1416,GUCA1B
1417,CHGA
1418,LOC101927588
1419,ANKRD36C
1420,EFR3B
1421,CD300LG
1422,LOC284379
1423,IRF2BP2
1424,LINC00342
1425,IL6R
1426,ZNF184
1427,HOXA6
1428,GTF2E1
1429,PXDN
1430,LOC284865
1431,GJC1
1432,KIAA0922
1433,LINC00243
1434,PAPL
1435,MAP3K13
1436,PLCXD1
1437,LINC00941
1438,ADGRL1
1439,CELF1
1440,SLC25A34
1441,ORAI2
1442,LOC101928372
1443,ZKSCAN7
1444,LINC01039
1445,LOC101927131
1446,TADA2B
1447,FGD5P1
1448,PLEKHA5
1449,C15orf59
1450,FIRRE
1451,DTX3
1452,CLIP1
1453,VWDE
1454,ZMIZ2
1455,VPS53
1456,SAA2
1457,AMPH
1458,GAD2
1459,RFX7
1460,HIPK1-AS1
1461,PLGLB1
1462,USP9Y
1463,LOC105747689
1464,JOSD1
1465,KIRREL3
1466,RGS2
1467,LOC100506834
1468,TET2
1469,CHD4
1470,JPX
1471,ABCA9
1472,DOCK11
1473,IGSF3
1474,ANKRD36
1475,PCDHGB2
1476,KDM1A
1477,CITED2
1478,GABRB3
1479,ZFP90
1480,DENND6A
1481,TMEM196
1482,MORC3
1483,FFAR4
1484,TMEFF1
1485,TSTD3
1486,PART1
1487,FLRT2
1488,ZNF528
1489,NCS1
1490,LOC100506746
1491,IGSF9
1492,LINC01531
1493,INHBA-AS1
1494,LRRC40
1495,RSBN1
1496,MCTS1
1497,CHMP1B
1498,DSC3
1499,TNFAIP8L3
1500,ARHGEF9
1501,LOC105373609
1502,CLVS2
1503,ZNF543
1504,RTF1
1505,MYH10
1506,MAGEA10
1507,AMOTL1
1508,ARID1B
1509,BEND2
1510,ZNF69
1511,TMEFF2
1512,DTX1
1513,GPR1
1514,RGMB-AS1
1515,CPPED1
1516,SRSF6
1517,MYO15A
1518,CLIP3
1519,EPGN
1520,CHRNA5
1521,LEMD1
1522,FAM9B
1523,P2RY2
1524,DCP1A
1525,ENPP1
1526,HRH4
1527,LRRC27
1528,TBC1D30
1529,LINC01087
1530,UBE2QL1
1531,NANOG
1532,SEMA6B
1533,C12orf77
1534,PARD6B
1535,PAPOLG
1536,RASA4B
1537,PIK3CD
1538,IL17RD
1539,ZNF493
1540,PCDHB16
1541,DCAF16
1542,IRF2BPL
1543,GPR85
1544,DFFB
1545,DGKH
1546,VANGL2
1547,LOC101927575
1548,GBP6
1549,TIAM2
1550,RNF182
1551,NBEA
1552,LOC400958
1553,GPR153
1554,TPTE2P1
1555,TMEM181
1556,ZFP37
1557,CPEB4
1558,ZC3H13
1559,RHBG
1560,RBPJ
1561,GP2
1562,GRIA4
1563,PCDHA4
1564,SRGAP1
1565,YEATS2
1566,SLC4A1
1567,LUC7L
1568,LOC101929660
1569,TMPO
1570,SLC17A8
1571,DISP2
1572,CCNH
1573,HPCAL1
1574,PROM2
1575,CTTNBP2NL
1576,CYP20A1
1577,RNF219
1578,LOC101928567
1579,HYDIN
1580,CARHSP1
1581,LOC100101478
1582,H2BFXP
1583,TYW5
1584,PPP1R26-AS1
1585,SAMD11
1586,TSIX
1587,KCNK3
1588,NCMAP
1589,COPG2
1590,ZNF74
1591,GTF2H2C
1592,RB1CC1
1593,SOBP
1594,SOCS7
1595,ZFP30
1596,SPDYE8P
1597,CACNB1
1598,NPFFR2
1599,PRPSAP2
1600,LOC643623
1601,IL31RA
1602,LOC100288748
1603,ZNF329
1604,KANTR
1605,ZNF254
1606,IVNS1ABP
1607,LINC00921
1608,PLEKHG4B
1609,SLC25A36
