,0
283,RALBP1
284,LOC100131564
285,ITGA3
286,MTMR11
287,PTGS2
288,ANXA2
289,MT2A
290,UPP1
291,SYVN1
292,HIVEP2
293,SH3BGR
294,HSPA5
295,UACA
296,SHC1
297,TGFBI
298,NRP1
299,ARNT
300,PKD1P6
301,XPOT
302,PPP1R13L
303,BCKDHA
304,PPL
305,CKMT2
306,WEE1
307,TRIB3
308,MED29
309,ADAMTSL4
310,SNHG12
311,SPNS2
312,TUBA1C
313,ZBTB21
314,IFRD1
315,TECR
316,RXRA
317,CRYAB
318,TAGLN2
319,PRUNE2
320,BRD4
321,S100A11
322,ANXA1
323,C8orf22
324,LZTFL1
325,NOTCH3
326,PADI2
327,CAPN2
328,SIN3B
329,VASN
330,EFNA1
331,ECE1
332,ZFP36L1
333,MIR22HG
334,TOB2
335,PLAC4
336,SBDS
337,RNA18S5
338,SLC39A8
339,TULP3
340,LOC100289511
341,RASD1
342,CITED2
343,ZFP36
344,NNMT
345,GLIS3
346,RNU1-3
347,RNU1-4
348,RNU1-28P
349,CNTNAP3B
350,RNU1-27P
351,RNVU1-18
352,RNU1-1
353,RNU1-2
354,C2CD2
355,TSPYL2
356,EMP3
357,FBXL8
358,PTPRN
359,RNA28S5
360,SFXN3
361,IGF1R
362,ANKRD28
363,TBL2
364,LAMB2
365,ACTN1
366,ATP13A3
367,KDM3A
368,RPS28
369,SORCS3
370,IL6ST
371,HMGCL
372,SLFN5
373,ACAP1
374,TFR2
375,HSD17B14
376,TPT1
377,DPYD
378,SNCB
379,TUBB6
380,CRYBG3
381,MT1E
382,AMY2B
383,TMF1
384,TBC1D9B
385,MATN1-AS1
386,GLUL
387,EEPD1
388,IL1R1
389,SYS1
390,ERN1
391,LY96
392,EMP1
393,ASPH
394,SNED1
395,AMPD3
396,MMP19
397,TBC1D17
398,ANKRD37
399,CSTB
400,RBM39
401,RSRP1
402,HSPA9
403,FRMD3
404,NPTX1
405,HLA-B
406,CXCR4
407,SYPL1
408,ZFP36L2
409,SEC24D
410,C8orf4
411,WSB1
412,BET1L
413,IL1RAP
414,DNAJC3
415,C6orf141
416,TIMP1
417,NR1H2
418,MGST1
419,NRP2
420,HIST2H2AA3
421,HIST2H2AA4
422,GOLGA4
423,SP100
424,PRSS23
425,SLN
426,LSMEM1
427,FILIP1L
428,PCK2
429,SERPINH1
430,TVP23B
431,VAMP3
432,CHSY1
433,CTSL
434,CXCL8
435,DYNC2H1
436,HBP1
437,RGS6
438,LYST
439,FAM129A
440,AARS
441,MSI2
442,POFUT2
443,SERPINB8
444,RNF19A
445,WDR19
446,ALG2
447,NCOA7
448,MT1G
449,TCP11L2
450,ACADVL
451,PIEZO1
452,SCPEP1
453,OTUD7B
454,SCARNA17
455,RUNX1
456,LMNA
457,CALR
458,SPSB2
459,PHC3
460,DEDD2
461,MANBA
462,CCPG1
463,EMX2
464,C1S
465,C15orf39
466,NPC2
467,NADSYN1
468,SESN2
469,SPG20
470,CANX
471,FLNB
472,FGFR1
473,IGFBP2
474,ZCCHC6
475,PNPLA2
476,TNFRSF1A
477,CARS
478,TRADD
479,TSLP
480,ASS1
481,REXO2
482,SLC7A5P2
483,FAM160A2
484,STEAP3
485,TRIM9
486,UAP1L1
487,FAM129B
488,SAA1
489,CLIC1
490,P4HB
491,CALD1
492,VKORC1
493,HLA-E
494,ABCC1
495,SFMBT2
496,CEBPG
497,PDCD6IP
498,PTPRU
499,GPR146
500,FNDC3B
501,APOE
502,OSGIN1
503,SLC22A23
504,GOLGA3
505,ABHD12B
506,LOC101929705
507,WWTR1
508,FAS
509,MAFK
510,LENG8
511,RABGEF1
512,SLC10A6
513,KDM4C
514,COL4A1
515,FOXO1
516,KHNYN
517,TNFAIP2
518,C1RL
519,EZH1
520,TMEM43
521,STAT3
522,BET1
523,ARHGAP5
524,TMBIM1
525,LAMP2
526,SLC6A8
527,GTPBP2
528,NDEL1
529,STBD1
530,BRI3
531,CLEC3B
532,EYA2
533,TARSL2
534,LOC100996255
535,CXCL2
536,ADAM20
537,OLFM1
538,KISS1R
539,NFIL3
540,ZMYM6NB
541,ABTB1
542,RN7SK
543,OSMR-AS1
544,NGLY1
545,SSBP2
546,LOC399715
547,ANXA5
548,P4HA2-AS1
549,PTHLH
550,CCL2
551,GBP1
552,SMG6
553,IL6R
554,PCSK5
555,MIR100HG
556,HLA-H
557,PLAUR
558,NXF1
559,TNKS1BP1
560,IMMP2L
561,TFE3
562,INAFM1
563,PDXK
564,JUND
565,ZMIZ1-AS1
566,CDON
567,ALDH3B1
568,LGALS1
569,PRR13
570,NEU1
571,RELB
572,B4GALT1
573,SH3BP2
574,MAP1LC3B2
575,KLF4
576,KCTD11
577,MICAL2
578,RFX2
579,EMX2OS
580,BAZ2A
581,KLF6
582,SMOX
583,ATL3
584,CYBRD1
585,C3orf58
586,TMSB10
587,LATS2
588,RAP1GAP2
589,FLNA
590,GOLGB1
591,RAB20
592,TRIP10
593,ADORA2B
594,COL7A1
595,CIB1
596,AK2
597,STAG3L3
598,IRAK2
599,ACAD11
600,ZBTB7B
601,DNAJB4
602,SP140L
603,SNORD3A
604,ZBTB16
605,JAK1
606,TMBIM6
607,FAM13A
608,RPL28
609,OSER1
610,ELL
611,CPEB1
612,CFAP36
613,GOLPH3L
614,HRH1
615,MAFF
616,PARP6
617,PI3
618,FKBP9
619,LRP10
620,RUNX2
621,ABCC3
622,CNTNAP3
623,CACNB1
624,RAB11FIP5
625,IFI16
626,KIAA0355
627,EMD
628,CABP1
629,MALAT1
630,CIART
631,PDE8B
632,ANKHD1
633,CHCHD7
634,CCDC109B
635,CADPS
636,NEBL
637,STK40
638,HLA-C
639,COL25A1
640,CGNL1
641,LINC-PINT
642,RBM47
643,RPL17
644,WBP2
645,EIF5
646,ZNFX1
647,EDN1
648,ADAM12
649,PMP22
650,HSPB8
651,PPP1R3B
652,FLCN
653,NFKBID
654,SLC35E1
655,TMEM116
656,POLD4
657,DMBX1
658,CTBS
659,ITPKB
660,GPX3
661,WASL
662,CTAGE6
663,EFEMP1
664,CLDN15
665,DDR2
666,CNTNAP3P2
667,PRIMA1
668,LONP1
669,PLEKHM1
670,RPS5
671,GNS
672,MVP
673,FAU
674,TMEM107
675,STX3
676,MT3
677,MGP
678,LINC01265
679,ARHGEF35
680,ZFAND2A
681,CCDC130
682,SLC1A5
683,FLNC
684,VAMP1
685,GOLGA8A
686,TMEM214
687,TRPM7
688,RNF24
689,PRSS35
690,AUH
691,SOCS3
692,GCLM
693,NFIC
694,UFM1
695,ANO6
696,SDHAP1
697,TNC
698,HK1
699,AXL
700,PKD1P1
701,PTX3
702,IL6
703,DRAM1
704,ARL4C
705,GLTSCR2
706,KIAA0907
707,TTLL4
708,ARSJ
709,SPSB1
710,SPTSSB
711,CLK3
712,ABI3BP
713,ENPP5
714,SCNN1B
715,RHOB
716,RGS2
717,ADGRL2
718,SBDSP1
719,LINC01001
720,VTRNA2-1
721,LRIF1
722,RPS6KA2
723,AFF1
724,TMEM255B
725,LOC143666
726,NPIPA2
727,SAMD4A
728,PLAG1
729,MAN2A1
730,ESYT1
731,APOL2
732,CBX7
733,NR3C1
734,GPAT3
735,FGF11
736,SLC9A1
737,SDHAP2
738,TBC1D15
739,SIRPA
740,LMLN
741,ANKRD27
742,TNFRSF12A
743,NEDD9
744,DPPA2
745,NPIPA5
746,BGN
747,NPIPB9
748,PTGDS
749,SREBF1
750,VPS13C
751,SERINC3
752,CEBPA
753,TXNDC11
754,F13A1
755,TFRC
756,ZNF14
757,PTPN14
758,AGXT
759,CD99
760,AVL9
761,AKAP2
762,MT1JP
763,STOM
764,AKAP8
765,SDC2
766,SOCS1
767,CNN2
768,NFKB2
769,CHRDL2
770,YAP1
771,STX5
772,ZNF217
773,SRPX2
774,PTPRH
775,SERPINA3
776,ESYT2
777,PCGF5
778,MT1M
779,ATF5
780,PLA2G4C
781,CLIC4
782,RIN1
783,MPI
784,BCL3
785,SMG1P3
786,SESN1
787,RRAGD
788,CHAC1
789,BTG1
790,KCTD7
791,PFKL
792,MICALL2
793,FAM157B
794,PNCK
795,IGFBP6
796,OPTN
797,CMC4
798,RCN3
799,UBE2B
800,RPS16
801,AQP1
802,FAM157A
803,TCEA1
804,CP
805,ANKRD42
806,PRKAG2-AS1
807,CSF1
808,LINC00152
809,RNU4-1
810,CAND1.11
811,ZNF805
812,CAPG
813,SLC7A5
814,PIM1
815,RNA45S5
816,FZR1
817,GAREM
818,ZNF460
819,CLU
820,CFAP69
821,MXRA7
822,MMP7
823,PXN
824,LYSMD3
825,SPP1
826,HLA-J
827,CASP4
828,CD164
829,MCFD2
830,POM121C
831,ADCK3
832,ALS2CR12
833,MCTP2
834,HSP90B1
835,FKBP1A-SDCBP2
836,LONRF1
837,PER1
838,AZGP1
839,PRNP
840,N4BP2L1
841,RRAS
842,ZCCHC9
843,ARHGAP29
844,UAP1
845,KCTD9
846,MGAM
847,CXCL3
848,CBFB
849,COL6A3
850,MATN4
851,IL1A
852,MT1L
853,ZNF470
854,TPRG1L
855,USP53
856,NMRK1
857,L3MBTL1
858,SNX18
859,WDR54
860,KXD1
861,MLPH
862,CHPF2
863,SRPX
864,MORN1
865,FEM1C
866,HSD3B7
867,DTX2
868,LOC100507412
869,VWA5A
870,TULP2
871,COL4A2
872,ZDHHC9
873,A2M
874,NFASC
875,AFAP1L1
876,UBE2Z
877,HSPB7
878,DENND4A
879,BIN3
880,DAZAP2
881,CH25H
882,SGMS2
883,CRIM1
884,ELANE
885,GNA13
886,METTL21B
887,TPD52L2
888,LIPG
889,PPM1N
890,CSAD
891,LRRC23
892,AMT
893,TMEM38B
894,ZNF581
895,SLC10A1
896,TXNDC12
897,STAG3L2
898,WBSCR27
899,TRMT112
900,KCNE4
901,CXCL14
902,FAM102A
903,POLH
904,CASZ1
905,PLIN2
906,WDR45B
907,DOK5
908,PHKG1
909,TNXB
910,ASL
911,KIAA2013
912,PCGF1
913,TRIM2
914,NPIPB3
915,TANK
916,VCAM1
917,NPHP3
918,RNF181
919,FGF2
920,KRT7
921,LIMS3
922,NUMBL
923,CPD
924,ZNF568
925,PIGA
926,SMOC2
927,LOC728752
928,PARVB
929,HS1BP3
930,KANK2
931,DNPEP
932,ANKRD33B
933,IFNGR1
934,C1R
935,PRICKLE1
936,ANKZF1
937,SEMA5B
938,LIMS3L
939,JUN
940,DUSP3
941,BBS5
942,EPOR
943,GDF3
944,INSR
945,CD99P1
946,IRS1
947,CTAGE8
948,CNTNAP1
949,RLF
950,ESPN
951,SEC31A
952,RHPN2
953,TPI1P3
954,NPHP3-ACAD11
955,FGFRL1
956,VAMP5
957,MAP7
958,AIM1
959,DOCK7
960,WHAMMP3
961,SMG1P5
962,HSPB1
963,PRKAB2
964,ZNF841
965,SPARCL1
966,P2RY1
967,LOC729737
968,NPPC
969,ATM
970,SIVA1
971,SPHK1
972,SAV1
973,SSR3
974,HERPUD2
975,RBCK1
976,H6PD
977,RNH1
978,SPTY2D1
979,MAST4
980,BICC1
981,SYDE1
982,TCF7
983,MCEE
984,CD2AP
985,YBX3P1
986,KLHL36
987,SLC2A14
988,ZNF160
989,LIF
990,ARID5B
991,EPHA5
992,PHLDB3
993,ITGB3
994,TGFB1
995,NXPH4
996,LLPH-AS1
997,LOC101927056
998,FAM63B
999,TRAF1
1000,POLR2J4
1001,RRBP1
1002,CYB5D1
1003,CFLAR
1004,PIM2
1005,DDB2
1006,RIOK3
1007,NFAT5
1008,MMP14
1009,MBD2
1010,FLII
1011,B2M
1012,KLF9
1013,PRSS53
1014,ANXA4
1015,GPER1
1016,CFD
1017,FBXO42
1018,WDR60
1019,ERICH2
1020,HSD11B1
1021,DPPA2P3
1022,EPB41L4A-AS1
1023,MSC
1024,GPBP1L1
1025,VLDLR
1026,PRKCSH
1027,TAGLN
1028,TMTC1
1029,DUSP1
1030,WDR5B
1031,OSBPL3
1032,BCAT2
1033,TCEA3
1034,FAM71A
1035,C20orf166-AS1
1036,CEP250
1037,LINC00969
1038,TMEM144
1039,CD109
1040,MUC20
1041,FYCO1
1042,VAPB
1043,CCDC71
1044,PIFO
1045,ZSWIM4
1046,DOCK6
1047,DNHD1
1048,FZD7
1049,LINC00894
1050,C19orf44
1051,LOC101927797
1052,FAM46A
1053,DCAF6
1054,CREBRF
1055,S100A6
1056,LOC100289230
1057,TWIST1
1058,P3H2-AS1
1059,GAS5
1060,DNASE2
1061,SPDYE5
1062,VPS13D
1063,LY75
1064,CREG1
1065,C4orf3
1066,UHMK1
1067,MAP2K1
1068,CD274
1069,TM9SF1
1070,SRPR
1071,ZBTB25
1072,WARS
1073,TRIP6
1074,LOC100129917
1075,MED26
1076,LOC101927765
1077,NPC1
1078,NBPF14
1079,HEXB
1080,EFCAB14
1081,LURAP1L
1082,SLC5A3
1083,ZNF280A
1084,SPDYE7P
1085,RDH10
1086,ZNF600
1087,TMEM263
1088,ARL8B
1089,SLC39A4
1090,BISPR
1091,CTDSP1
1092,AEBP1
1093,HSBP1L1
1094,PAXIP1-AS2
1095,IL16
1096,PLEKHF1
1097,CWF19L2
1098,MT1F
1099,KIAA1033
1100,TMEM99
1101,PRTN3
1102,PPP1R16A
1103,CEP112
1104,ST3GAL1
1105,C10orf113
1106,TEAD4
1107,KDM5C
1108,FLJ44635
1109,PDE4C
1110,LOC100130476
1111,SLC13A4
1112,PTP4A2
1113,ILK
1114,MALT1
1115,TOX4
1116,EDEM1
1117,NCKIPSD
1118,PIAS2
1119,DSTNP2
1120,PRDX4
1121,C5orf56
1122,PRELID2
1123,ARID3A
1124,CAPRIN2
1125,CRTC2
1126,PPARD
1127,LTBP3
1128,SYT12
1129,MAATS1
1130,MKL1
1131,FBRS
1132,COL13A1
1133,LINC00493
1134,AJUBA
1135,PDZD2
1136,ELMOD1
1137,TIPARP
1138,TRIM4
1139,HIPK1
1140,LOC100288069
1141,TNFAIP8
1142,SNORD118
1143,SUSD2
1144,LIMS1
1145,NPC1L1
1146,BTBD19
1147,SLC7A8
1148,ZNF324
1149,ZNF571
1150,KLF2
1151,PDYN
1152,SNORD13
1153,GJA1
1154,PMM2
1155,CDK18
1156,DNAJC16
1157,PDXDC2P
1158,ZNF404
1159,JADE2
1160,C10orf54
1161,TCIRG1
1162,TMEM47
1163,RNF6
1164,SOX15
1165,LRIG3
1166,PPP3CC
1167,DYNC2LI1
1168,NOG
1169,DCDC2B
1170,PLOD3
1171,MIB2
1172,EIF4EBP3
1173,LOC100506801
1174,SVIL
1175,MEPCE
1176,SQRDL
1177,CA13
1178,SIX5
1179,ARID5A
1180,FERMT2
1181,VTRNA1-3
1182,PJA2
1183,GOLGA8R
1184,RILPL2
1185,GJB5
1186,ANXA11
1187,USP48
1188,DAPK3
1189,SELM
1190,CEP89
1191,HSPA6
1192,STK11
1193,TAF1D
1194,PTPN12
1195,TPM2
1196,CCKAR
1197,AP1G2
1198,COASY
1199,RASEF
1200,ACADS
1201,CAMK2B
1202,LINC00854
1203,FUT3
1204,OLFML2A
1205,FICD
1206,CUL7
1207,RUFY1
1208,EID3
1209,PRSS37
1210,DMRTA1
1211,PLVAP
1212,MARCO
1213,C19orf66
1214,CAPS
1215,TPST2
1216,PARD6B
1217,NABP1
1218,SLC16A1-AS1
1219,LARP1B
1220,MAT2B
1221,NOD1
1222,POLR2A
1223,FNBP1
1224,CTAGE15
1225,RPS19
1226,PLA2G16
1227,SYTL4
1228,RNF169
1229,ZNF181
1230,MYC
1231,CTSH
1232,CLEC4A
1233,RPL9
1234,POLRMT
1235,BEST1
1236,MIR4435-2HG
1237,LRRC8E
1238,REL
1239,LHFPL2
1240,LYN
1241,KIAA1715
1242,MICA
1243,WHAMMP1
1244,RNVU1-7
1245,RNMT
1246,GGT5
1247,TTC21A
1248,TAS2R5
1249,SBNO2
1250,PROSER3
1251,USO1
1252,MLXIPL
1253,AVPI1
1254,S1PR3
1255,MXD1
1256,MAP3K6
1257,IMPDH2
1258,ROR1
1259,TAF1
1260,CNIH3
1261,INADL
1262,MATN1
1263,IRF3
1264,TBC1D23
1265,MTCP1
1266,STC1
1267,TMEM92-AS1
1268,WDR66
1269,PITRM1-AS1
1270,YARS
1271,ZNF12
1272,LOC613037
1273,ITGB5
1274,SERINC1
1275,TNFRSF14
1276,PTPN18
1277,MYO9B
1278,GBP5
1279,SPDYE1
1280,DNAJB2
1281,ZFC3H1
1282,TWIST2
1283,TMEM67
1284,RARRES2
1285,CYP19A1
1286,NPIPB11
1287,RASA4CP
1288,SBF2
1289,MOV10L1
1290,FRZB
1291,PSPH
1292,PLXND1
1293,PPFIA1
1294,PIK3CB
1295,SLU7
1296,SHC2
1297,PDPR
1298,EFNA3
1299,RPL36
1300,ZCCHC8
1301,RPS25
1302,RBM7
1303,TMEM9B-AS1
1304,GOLGA8N
1305,SERGEF
1306,MAX
1307,PPARGC1B
1308,LOC100132287
1309,KIF16B
1310,MZF1
1311,LOC101927415
1312,LTBP1
1313,RREB1
1314,ACTA2
1315,TNFRSF10C
1316,TTC12
1317,CASP1
1318,TMEM91
1319,PRPF3
1320,SARS
1321,SP110
1322,TBC1D3I
1323,APBA3
1324,EPS15
1325,ATP6V0E1
1326,KDELR3
1327,HOXA4
1328,PERP
1329,RNU12
1330,TOB1
1331,SLC33A1
1332,LENG8-AS1
1333,CTSD
1334,SYNGR2
1335,DFNB31
1336,FAM210A
1337,CTSB
1338,LAPTM4A
1339,SCML1
1340,TRIM38
1341,BNC2
1342,HIF1A-AS2
1343,LOC100132062
1344,MEF2BNB-MEF2B
1345,TMEM38A
1346,ZNF274
1347,SEPP1
1348,EGOT
1349,LINC00882
1350,RAB43
1351,JMJD6
1352,HKDC1
1353,TMEM158
1354,U2AF1L4
1355,SSH3
1356,SKI
1357,SEPT1
1358,ATXN3
1359,TRIM66
1360,FAM150B
1361,XRRA1
1362,MYLIP
1363,GOLGA5
1364,LOC115110
1365,SNAPC1
1366,HINFP
1367,LINC01219
1368,RRAD
1369,SLC2A1-AS1
1370,SWI5
1371,NPIPB4
1372,LOC100289561
1373,ADAM21
1374,APOL6
1375,EGLN1
1376,CCDC174
1377,ITPKB-IT1
1378,TFPI
1379,PCDH8
1380,GLRX2
1381,SORCS2
1382,DDI2
1383,CLIP1
1384,FCGRT
1385,CHD1L
1386,RGL3
1387,SLC35F5
1388,PRPF39
1389,CAMK1
1390,TBC1D8
1391,ARHGAP6
1392,RASSF7
1393,LPL
1394,RPS18P9
1395,TMEM114
1396,TMED9
1397,LOC100996654
1398,TFPI2
1399,PTK2B
1400,LAMA5
1401,HERC5
1402,RNF187
1403,PPP1R3G
1404,MYO1C
1405,DNAJC25
1406,DENND4C
1407,MAML3
1408,FAM134A
1409,APOBEC3G
1410,GSN-AS1
1411,CHAT
1412,FKBP5
1413,CRACR2B
1414,PPIP5K1
1415,ITGB4
1416,HS3ST3B1
1417,B3GNT9
1418,FAM206A
1419,C8orf34
1420,JRKL
1421,SERPINB1
1422,PLK3
1423,NAV2
1424,ACPT
1425,S100A2
1426,MSX1
1427,DNAAF3
1428,RPPH1
1429,ZNF563
1430,LOC101929718
1431,PDPN
1432,POLI
1433,COL12A1
1434,VIMP
1435,SMAGP
1436,PRKCB
1437,ALPK1
1438,CMYA5
1439,LRP2BP
1440,SNX13
1441,RRAGC
1442,CCR10
1443,LOC401585
1444,MC1R
1445,LOC101927932
1446,BCL2L12
1447,DIEXF
1448,PHKA1
1449,SLC38A5
1450,HIC1
1451,TRIM29
1452,LOC256880
1453,GOSR1
1454,GPATCH1
1455,LOC440434
1456,CTGF
1457,SEMA4A
1458,KBTBD11-OT1
1459,HGS
1460,LOC220729
1461,MSC-AS1
1462,FGFR1OP2
1463,STRC
1464,HELQ
1465,CIC
1466,ITPKC
1467,COL15A1
1468,GOLGA8T
1469,MED6
1470,CAMTA2
1471,SEPHS2
1472,AGPAT5
1473,SPATS2L
1474,NFE2L1
1475,TBX15
1476,FOXJ3
1477,TMEM243
1478,FAM65C
1479,ADIPOR1
1480,PML
1481,C18orf25
1482,TMOD3
1483,DMGDH
1484,SLC11A1
1485,TOR1AIP1
1486,CEPT1
1487,ITIH1
1488,CATSPER2P1
1489,CATSPERG
1490,TMEM259
1491,MON2
1492,SRXN1
1493,KCNMA1
1494,NR2E1
1495,FHOD1
1496,WDR78
1497,IL15RA
1498,SLC12A7
1499,GJB2
1500,LRRC48
1501,A1BG
1502,B3GNT8
1503,SCARNA2
1504,ATP6V1C1
1505,LOC100129534
1506,DDRGK1
1507,KAZN
1508,XAB2
1509,KLF5
1510,ARF6
1511,APBB3
1512,LOC101060389
1513,CFB
1514,ABCA17P
1515,S1PR1
1516,DMXL1
1517,P3H1
1518,C11orf72
1519,DPP7
1520,TMEM41A
1521,PRKCQ-AS1
1522,C11orf68
1523,TMEM176A
1524,DCBLD2
1525,MRC2
1526,HLA-A
1527,LINC00396
1528,LOC100101148
1529,TUBE1
1530,ZPR1
1531,NOTCH2NL
1532,APOC1
1533,CCDC28A
1534,TMEM150A
1535,ZNF263
1536,UBAP1L
1537,TMEM217
1538,C5orf45
1539,SAMD4B
1540,TBC1D2B
1541,ZNF773
1542,SLC7A5P1
1543,COQ10B
1544,KLHL28
1545,TMEM59
1546,HES1
1547,N4BP2L2-IT2
1548,TBL1X
1549,MYZAP
1550,NPIPB5
1551,ZBTB38
1552,CCDC64B
1553,XIST
1554,SNX21
1555,RDH13
1556,CD72
1557,YIPF5
1558,CCDC107
1559,LINC00893
1560,DUSP22
1561,TICAM2
1562,FKBP6
1563,FBXL13
1564,TJP3
1565,RPGR
1566,ZFYVE21
1567,TM2D2
1568,DLG1
1569,DPCD
1570,SIRPB1
1571,NRSN2-AS1
1572,COX14
1573,SNHG8
1574,ZNF550
1575,MAP3K5
1576,CCDC171
1577,HSPA7
1578,ZBTB42
1579,GCC1
1580,GSN
1581,CLEC5A
1582,TSC22D2
1583,RGS4
1584,C14orf28
1585,ATHL1
1586,LINC01583
1587,OTUD1
1588,CDH5
1589,UCN
1590,CTH
1591,WTIP
1592,TCAP
1593,RBAKDN
1594,EFCAB6
1595,ALDOC
1596,RNF149
1597,OAZ1
1598,SLC7A7
1599,LHX9
1600,UFL1
1601,C1orf228
1602,SDHD
1603,OSCAR
1604,GABRE
1605,VAMP4
1606,STARD10
1607,NKAP
1608,ELMSAN1
1609,CLIP4
1610,GNAT2
1611,CLDN1
1612,FEZF1-AS1
1613,IGFBP1
1614,SRP54
1615,RDH14
1616,FAM227B
1617,C12orf66
1618,HSPA2
1619,LINC00473
1620,PNPLA7
1621,YTHDF1
1622,LOC113230
1623,PHLDA2
1624,SUPT5H
1625,SLC47A2
1626,UTRN
1627,RPL13A
1628,NOV
1629,MYL9
1630,WHAMMP2
1631,CIR1
1632,LTA4H
1633,MYO9A
1634,ITGAX
1635,NFKBIL1
1636,EDNRA
1637,CDC16
1638,ALKBH6
1639,SYNM
1640,SCNN1G
1641,BBS1
1642,HDLBP
1643,FCHO2
1644,RNU2-2P
1645,SLFN11
1646,GJA4
1647,TIMP3
1648,WDR90
1649,CXCL1
1650,CCNL1
1651,ADPRM
1652,INHA
1653,EGF
1654,MST1
1655,RPTOR
1656,ZNF350
1657,SECTM1
1658,POM121
1659,FKBP15
1660,PPCS
1661,FAM78B
1662,LINC01347
1663,LOC643923
1664,INPP5B
1665,C5AR1
